Ytrue Ypred RelError Label
1.780000e+11 1.285822e+11 2.776282e-01 SC2973
2.150000e+11 1.732429e+11 1.942192e-01 SC312v2
2.670000e+11 3.517955e+11 3.175862e-01 SC312v6
7.090000e+12 6.141766e+12 1.337425e-01 SC3132v3
3.870000e+12 3.485929e+12 9.924314e-02 SC3132v5
1.910000e+12 1.812603e+12 5.099305e-02 SC3152v1
3.100000e+12 2.192286e+12 2.928109e-01 SC3152v3
3.630000e+11 3.927874e+11 8.205902e-02 SC320v10
4.500000e+11 2.706674e+11 3.985170e-01 SC320v7
1.940000e+11 1.321252e+11 3.189422e-01 SC3252v1
1.170000e+11 1.330772e+11 1.374118e-01 SC3383v1
9.310000e+11 1.221535e+12 3.120677e-01 SC3383v2
8.780000e+12 4.421866e+12 4.963707e-01 SC3411v10
7.570000e+12 6.187734e+12 1.825979e-01 SC3411v9
7.170000e+11 6.963712e+11 2.877098e-02 SC342v1
5.310000e+12 3.386746e+12 3.621947e-01 SC3491v2
7.230000e+12 4.003277e+12 4.462964e-01 SC3492v1
1.630000e+13 4.638601e+12 7.154233e-01 SC3501v6
1.600000e+13 5.452447e+12 6.592220e-01 SC3501v9
9.880000e+12 5.913841e+12 4.014331e-01 SC3502v10
1.520000e+13 5.707162e+12 6.245288e-01 SC3502v8
1.440000e+13 5.762489e+12 5.998271e-01 SC3503
1.490000e+12 1.527739e+12 2.532794e-02 SC3753v2
3.000000e+12 2.149169e+12 2.836104e-01 SC3753v5
3.200000e+12 2.668714e+12 1.660270e-01 SC3753v7
4.480000e+12 4.258690e+12 4.939965e-02 SC4023v2
7.210000e+12 5.374230e+12 2.546144e-01 SC4023v3
2.070000e+12 2.045077e+12 1.204000e-02 SC4023v5
