Ytrue Ypred RelError Label
1.780000e+11 9.066881e+10 4.906247e-01 SC2973
2.150000e+11 2.055715e+11 4.385354e-02 SC312v2
2.670000e+11 3.164501e+11 1.852065e-01 SC312v6
7.090000e+12 7.424641e+12 4.719902e-02 SC3132v3
3.870000e+12 4.816676e+12 2.446192e-01 SC3132v5
1.910000e+12 2.561833e+12 3.412739e-01 SC3152v1
3.100000e+12 3.088551e+12 3.693230e-03 SC3152v3
3.630000e+11 1.983307e+11 4.536343e-01 SC320v10
4.500000e+11 2.597071e+11 4.228732e-01 SC320v7
1.940000e+11 1.457637e+11 2.486407e-01 SC3252v1
1.170000e+11 1.401667e+11 1.980063e-01 SC3383v1
9.310000e+11 1.371483e+12 4.731292e-01 SC3383v2
8.780000e+12 7.606718e+12 1.336312e-01 SC3411v10
7.570000e+12 7.669376e+12 1.312755e-02 SC3411v9
7.170000e+11 9.538341e+11 3.303125e-01 SC342v1
5.310000e+12 4.617770e+12 1.303635e-01 SC3491v2
7.230000e+12 5.830851e+12 1.935199e-01 SC3492v1
1.630000e+13 7.715114e+12 5.266801e-01 SC3501v6
1.600000e+13 7.667832e+12 5.207605e-01 SC3501v9
9.880000e+12 7.533460e+12 2.375041e-01 SC3502v10
1.520000e+13 7.722972e+12 4.919097e-01 SC3502v8
1.440000e+13 7.729868e+12 4.632036e-01 SC3503
1.490000e+12 1.743113e+12 1.698748e-01 SC3753v2
3.000000e+12 3.350310e+12 1.167701e-01 SC3753v5
3.200000e+12 3.541336e+12 1.066676e-01 SC3753v7
4.480000e+12 5.312442e+12 1.858129e-01 SC4023v2
7.210000e+12 7.346205e+12 1.889112e-02 SC4023v3
2.070000e+12 2.803352e+12 3.542764e-01 SC4023v5
