Ytrue Ypred RelError Label
1.780000e+11 1.026536e+11 4.232946e-01 SC2973
2.150000e+11 1.850509e+11 1.392983e-01 SC312v2
2.670000e+11 2.309603e+11 1.349802e-01 SC312v6
7.090000e+12 9.554951e+12 3.476658e-01 SC3132v3
3.870000e+12 4.509506e+12 1.652471e-01 SC3132v5
1.910000e+12 1.465941e+12 2.324918e-01 SC3152v1
3.100000e+12 2.977336e+12 3.956891e-02 SC3152v3
3.630000e+11 1.986675e+11 4.527066e-01 SC320v10
4.500000e+11 2.821240e+11 3.730579e-01 SC320v7
1.940000e+11 2.260079e+11 1.649890e-01 SC3252v1
1.170000e+11 1.484723e+11 2.689942e-01 SC3383v1
9.310000e+11 1.030316e+12 1.066767e-01 SC3383v2
8.780000e+12 7.490328e+12 1.468875e-01 SC3411v10
7.570000e+12 7.130759e+12 5.802387e-02 SC3411v9
7.170000e+11 5.579834e+11 2.217805e-01 SC342v1
5.310000e+12 3.411423e+12 3.575474e-01 SC3491v2
7.230000e+12 2.842489e+12 6.068480e-01 SC3492v1
1.630000e+13 1.374137e+13 1.569713e-01 SC3501v6
1.600000e+13 9.715165e+12 3.928022e-01 SC3501v9
9.880000e+12 9.809816e+12 7.103598e-03 SC3502v10
1.520000e+13 1.091370e+13 2.819935e-01 SC3502v8
1.440000e+13 1.572737e+13 9.217856e-02 SC3503
1.490000e+12 1.613085e+12 8.260766e-02 SC3753v2
3.000000e+12 3.710736e+12 2.369120e-01 SC3753v5
3.200000e+12 4.324444e+12 3.513886e-01 SC3753v7
4.480000e+12 4.728469e+12 5.546173e-02 SC4023v2
7.210000e+12 8.556915e+12 1.868121e-01 SC4023v3
2.070000e+12 2.224129e+12 7.445860e-02 SC4023v5
