Ytrue Ypred RelError Label
1.780000e+11 1.376784e+11 2.265257e-01 SC2973
2.150000e+11 2.310524e+11 7.466232e-02 SC312v2
2.670000e+11 2.790131e+11 4.499299e-02 SC312v6
7.090000e+12 9.186938e+12 2.957599e-01 SC3132v3
3.870000e+12 4.237564e+12 9.497776e-02 SC3132v5
1.910000e+12 2.064361e+12 8.081706e-02 SC3152v1
3.100000e+12 3.314894e+12 6.932072e-02 SC3152v3
3.630000e+11 2.987315e+11 1.770481e-01 SC320v10
4.500000e+11 4.514296e+11 3.176936e-03 SC320v7
1.940000e+11 1.763058e+11 9.120718e-02 SC3252v1
1.170000e+11 1.003894e+11 1.419711e-01 SC3383v1
9.310000e+11 1.376883e+12 4.789286e-01 SC3383v2
8.780000e+12 1.188474e+13 3.536145e-01 SC3411v10
7.570000e+12 8.690105e+12 1.479663e-01 SC3411v9
7.170000e+11 1.063419e+12 4.831504e-01 SC342v1
5.310000e+12 5.946168e+12 1.198057e-01 SC3491v2
7.230000e+12 8.492127e+12 1.745680e-01 SC3492v1
1.630000e+13 1.999090e+13 2.264358e-01 SC3501v6
1.600000e+13 1.876712e+13 1.729450e-01 SC3501v9
9.880000e+12 1.215046e+13 2.298035e-01 SC3502v10
1.520000e+13 1.925053e+13 2.664825e-01 SC3502v8
1.440000e+13 1.770956e+13 2.298306e-01 SC3503
1.490000e+12 1.509953e+12 1.339120e-02 SC3753v2
3.000000e+12 2.619592e+12 1.268028e-01 SC3753v5
3.200000e+12 3.242881e+12 1.340021e-02 SC3753v7
4.480000e+12 4.918600e+12 9.790174e-02 SC4023v2
7.210000e+12 8.822067e+12 2.235876e-01 SC4023v3
2.070000e+12 2.521957e+12 2.183370e-01 SC4023v5
