Ytrue Ypred RelError Label
1.780000e+11 1.295823e+11 2.720098e-01 SC2973
2.150000e+11 7.158052e+11 2.329326e+00 SC312v2
2.670000e+11 2.187392e+11 1.807520e-01 SC312v6
7.090000e+12 6.006919e+12 1.527618e-01 SC3132v3
3.870000e+12 3.873034e+12 7.841006e-04 SC3132v5
1.910000e+12 1.944792e+12 1.821568e-02 SC3152v1
3.100000e+12 3.222827e+12 3.962175e-02 SC3152v3
3.630000e+11 2.070916e+11 4.294997e-01 SC320v10
4.500000e+11 3.045407e+11 3.232429e-01 SC320v7
1.940000e+11 1.947697e+11 3.967604e-03 SC3252v1
1.170000e+11 7.128196e+11 5.092475e+00 SC3383v1
9.310000e+11 1.220536e+12 3.109945e-01 SC3383v2
8.780000e+12 5.923558e+12 3.253350e-01 SC3411v10
7.570000e+12 6.828541e+12 9.794705e-02 SC3411v9
7.170000e+11 5.336831e+11 2.556721e-01 SC342v1
5.310000e+12 2.727919e+12 4.862676e-01 SC3491v2
7.230000e+12 3.034852e+12 5.802417e-01 SC3492v1
1.630000e+13 6.206714e+12 6.192200e-01 SC3501v6
1.600000e+13 5.328159e+12 6.669901e-01 SC3501v9
9.880000e+12 5.613601e+12 4.318217e-01 SC3502v10
1.520000e+13 5.109311e+12 6.638611e-01 SC3502v8
1.440000e+13 5.743863e+12 6.011206e-01 SC3503
1.490000e+12 1.697262e+12 1.391018e-01 SC3753v2
3.000000e+12 3.334361e+12 1.114537e-01 SC3753v5
3.200000e+12 3.219853e+12 6.204027e-03 SC3753v7
4.480000e+12 4.440542e+12 8.807673e-03 SC4023v2
7.210000e+12 6.702437e+12 7.039702e-02 SC4023v3
2.070000e+12 2.036934e+12 1.597373e-02 SC4023v5
