Ytrue Ypred RelError Label
1.780000e+11 1.252645e+11 2.962670e-01 SC2973
2.150000e+11 2.518791e+11 1.715306e-01 SC312v2
2.670000e+11 2.727562e+11 2.155870e-02 SC312v6
7.090000e+12 8.217564e+12 1.590359e-01 SC3132v3
3.870000e+12 4.146058e+12 7.133277e-02 SC3132v5
1.910000e+12 2.154248e+12 1.278787e-01 SC3152v1
3.100000e+12 3.272663e+12 5.569774e-02 SC3152v3
3.630000e+11 2.728281e+11 2.484075e-01 SC320v10
4.500000e+11 3.531073e+11 2.153170e-01 SC320v7
1.940000e+11 1.578890e+11 1.861391e-01 SC3252v1
1.170000e+11 1.147620e+11 1.912839e-02 SC3383v1
9.310000e+11 1.256453e+12 3.495740e-01 SC3383v2
8.780000e+12 1.054222e+13 2.007089e-01 SC3411v10
7.570000e+12 8.693260e+12 1.483830e-01 SC3411v9
7.170000e+11 1.042710e+12 4.542677e-01 SC342v1
5.310000e+12 7.494322e+12 4.113602e-01 SC3491v2
7.230000e+12 1.023085e+13 4.150548e-01 SC3492v1
1.630000e+13 2.008574e+13 2.322542e-01 SC3501v6
1.600000e+13 1.890886e+13 1.818039e-01 SC3501v9
9.880000e+12 1.254863e+13 2.701039e-01 SC3502v10
1.520000e+13 1.930108e+13 2.698082e-01 SC3502v8
1.440000e+13 1.684359e+13 1.696936e-01 SC3503
1.490000e+12 1.683951e+12 1.301682e-01 SC3753v2
3.000000e+12 3.165225e+12 5.507513e-02 SC3753v5
3.200000e+12 3.261477e+12 1.921152e-02 SC3753v7
4.480000e+12 4.437695e+12 9.443098e-03 SC4023v2
7.210000e+12 8.627158e+12 1.965545e-01 SC4023v3
2.070000e+12 2.365809e+12 1.429028e-01 SC4023v5
