Ytrue Ypred RelError Label
1.780000e+11 1.103504e+11 3.800540e-01 SC2973
2.150000e+11 2.831277e+11 3.168730e-01 SC312v2
2.670000e+11 2.857111e+11 7.007897e-02 SC312v6
7.090000e+12 7.103612e+12 1.919926e-03 SC3132v3
3.870000e+12 3.963515e+12 2.416406e-02 SC3132v5
1.910000e+12 1.709533e+12 1.049565e-01 SC3152v1
3.100000e+12 3.396388e+12 9.560891e-02 SC3152v3
3.630000e+11 3.786652e+11 4.315485e-02 SC320v10
4.500000e+11 4.786244e+11 6.360974e-02 SC320v7
1.940000e+11 4.265746e+11 1.198838e+00 SC3252v1
1.170000e+11 2.050455e+11 7.525257e-01 SC3383v1
9.310000e+11 9.524016e+11 2.298773e-02 SC3383v2
8.780000e+12 7.597274e+12 1.347069e-01 SC3411v10
7.570000e+12 7.669280e+12 1.311497e-02 SC3411v9
7.170000e+11 6.899047e+11 3.778978e-02 SC342v1
5.310000e+12 4.331776e+12 1.842230e-01 SC3491v2
7.230000e+12 5.061136e+12 2.999811e-01 SC3492v1
1.630000e+13 8.035774e+12 5.070077e-01 SC3501v6
1.600000e+13 7.996451e+12 5.002218e-01 SC3501v9
9.880000e+12 7.397572e+12 2.512579e-01 SC3502v10
1.520000e+13 7.830370e+12 4.848441e-01 SC3502v8
1.440000e+13 8.113957e+12 4.365307e-01 SC3503
1.490000e+12 1.339333e+12 1.011186e-01 SC3753v2
3.000000e+12 3.261304e+12 8.710147e-02 SC3753v5
3.200000e+12 3.381597e+12 5.674918e-02 SC3753v7
4.480000e+12 4.068412e+12 9.187233e-02 SC4023v2
7.210000e+12 7.483063e+12 3.787287e-02 SC4023v3
2.070000e+12 2.113113e+12 2.082763e-02 SC4023v5
