N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe
1.000000E+10 1.778E+15 320 3.800E-4 3.834813E+1 1.722550E+1 5.651050E-1 7.948770E+1
1.468000E+10 1.778E+15 320 3.800E-4 3.832084E+1 1.720040E+1 5.650320E-1 7.943810E+1
2.154000E+10 1.778E+15 320 3.800E-4 3.828108E+1 1.716350E+1 5.649260E-1 7.936500E+1
3.162000E+10 1.778E+15 320 3.800E-4 3.822332E+1 1.710960E+1 5.647710E-1 7.925710E+1
4.642000E+10 1.778E+15 320 3.800E-4 3.813985E+1 1.702520E+1 5.645410E-1 7.907120E+1
6.813000E+10 1.778E+15 320 3.800E-4 3.802010E+1 1.691100E+1 5.642040E-1 7.883520E+1
1.000000E+11 1.778E+15 320 3.800E-4 3.785022E+1 1.674630E+1 5.637070E-1 7.848670E+1
1.468000E+11 1.778E+15 320 3.800E-4 3.761323E+1 1.651090E+1 5.629720E-1 7.797300E+1
2.154000E+11 1.778E+15 320 3.800E-4 3.729076E+1 1.618050E+1 5.618830E-1 7.722270E+1
3.162000E+11 1.778E+15 320 3.800E-4 3.686801E+1 1.572890E+1 5.602580E-1 7.614870E+1
4.642000E+11 1.778E+15 320 3.800E-4 3.634193E+1 1.516810E+1 5.577530E-1 7.483070E+1
6.813000E+11 1.778E+15 320 3.800E-4 3.572941E+1 1.455890E+1 5.539530E-1 7.355780E+1
1.000000E+12 1.778E+15 320 3.800E-4 3.506450E+1 1.397250E+1 5.479980E-1 7.271580E+1
1.468000E+12 1.778E+15 320 3.800E-4 3.437978E+1 1.343130E+1 5.382540E-1 7.258170E+1
2.154000E+12 1.778E+15 320 3.800E-4 3.368885E+1 1.292580E+1 5.220250E-1 7.349850E+1
3.162000E+12 1.778E+15 320 3.800E-4 3.298775E+1 1.244400E+1 5.049700E-1 7.470360E+1
4.642000E+12 1.778E+15 320 3.800E-4 3.226694E+1 1.196510E+1 4.954460E-1 7.484520E+1
6.813000E+12 1.778E+15 320 3.800E-4 3.151910E+1 1.148730E+1 4.874220E-1 7.477210E+1
1.000000E+13 1.778E+15 320 3.800E-4 3.074040E+1 1.101310E+1 4.794490E-1 7.472360E+1
1.468000E+13 1.778E+15 320 3.800E-4 2.992946E+1 1.053170E+1 4.714490E-1 7.463880E+1
2.154000E+13 1.778E+15 320 3.800E-4 2.908640E+1 1.004800E+1 4.634780E-1 7.453530E+1
3.162000E+13 1.778E+15 320 3.800E-4 2.821261E+1 9.566500E+0 4.555670E-1 7.443160E+1
4.642000E+13 1.778E+15 320 3.800E-4 2.731071E+1 9.078100E+0 4.477130E-1 7.424430E+1
6.813000E+13 1.778E+15 320 3.800E-4 2.638461E+1 8.589100E+0 4.398830E-1 7.400450E+1
1.000000E+14 1.778E+15 320 3.800E-4 2.543958E+1 8.103000E+0 4.320040E-1 7.373030E+1
