N x
1.6218102E+0 1.1242120E+21
1.6111266E+0 1.1721268E+21
1.6012538E+0 1.2537097E+21
1.5917870E+0 1.2533375E+21
1.5817876E+0 1.2344394E+21
1.5719019E+0 1.2290942E+21
1.5616877E+0 1.2321726E+21
1.5517248E+0 1.2523307E+21
1.5417059E+0 1.2784977E+21
1.5320273E+0 1.2842158E+21
1.5219676E+0 1.2704636E+21
1.5119462E+0 1.2729236E+21
1.5017913E+0 1.2828074E+21
1.4917919E+0 1.2815623E+21
1.4814790E+0 1.3117778E+21
1.4718159E+0 1.3142690E+21
1.4614004E+0 1.2547168E+21
1.4506373E+0 1.2471350E+21
1.4399380E+0 1.3071615E+21
1.4300134E+0 1.3233731E+21
1.4194150E+0 1.3017124E+21
1.4089995E+0 1.3043835E+21
1.3982855E+0 1.3239779E+21
1.3880288E+0 1.3086703E+21
1.3769025E+0 1.3121508E+21
1.3665429E+0 1.3238777E+21
1.3554337E+0 1.2902662E+21
1.3443405E+0 1.2026418E+21
1.3314004E+0 1.2203162E+21
1.3204594E+0 1.2992484E+21
1.3087609E+0 1.3011549E+21
1.2976628E+0 1.3092382E+21
1.2859001E+0 1.3032084E+21
1.2744953E+0 1.3074217E+21
1.2625928E+0 1.2942575E+21
1.2507341E+0 1.2811307E+21
1.2383551E+0 1.2852337E+21
1.2263408E+0 1.3015545E+21
1.2140252E+0 1.2865723E+21
1.2014786E+0 1.2751704E+21
1.1886784E+0 1.2659975E+21
1.1756738E+0 1.2608062E+21
1.1624809E+0 1.2625603E+21
1.1492171E+0 1.2571510E+21
1.1356004E+0 1.2483727E+21
1.1218253E+0 1.2451175E+21
1.1077986E+0 1.2370140E+21
1.0934865E+0 1.2277541E+21
1.0788721E+0 1.2152864E+21
1.0638662E+0 1.2171039E+21
1.0488845E+0 1.2267425E+21
