Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
1.000000E+10 1.285488828E+00 1.229061701E+00 5.642712700E-02 1.257814966E+00 1.212062444E+00 4.575252200E-02 2.767386200E-02 1.699925700E-02
1.468000E+10 1.285533278E+00 1.229200540E+00 5.633273800E-02 1.264109010E+00 1.217072832E+00 4.703617800E-02 2.142426800E-02 1.212770800E-02
2.154000E+10 1.285598265E+00 1.229401378E+00 5.619688700E-02 1.269110832E+00 1.220823284E+00 4.828754800E-02 1.648743300E-02 8.578094000E-03
3.162000E+10 1.285693153E+00 1.229690088E+00 5.600306500E-02 1.273139472E+00 1.223668629E+00 4.947084300E-02 1.255368100E-02 6.021459000E-03
4.642000E+10 1.285831390E+00 1.230101394E+00 5.572999600E-02 1.276405285E+00 1.225901014E+00 5.050427100E-02 9.426105000E-03 4.200380000E-03
6.813000E+10 1.286032130E+00 1.230679988E+00 5.535214200E-02 1.279058898E+00 1.227763258E+00 5.129564000E-02 6.973232000E-03 2.916730000E-03
1.000000E+11 1.286322249E+00 1.231480000E+00 5.484224900E-02 1.281232285E+00 1.229459419E+00 5.177286600E-02 5.089964000E-03 2.020581000E-03
1.468000E+11 1.286738731E+00 1.232561178E+00 5.417755300E-02 1.283060672E+00 1.231160750E+00 5.189992200E-02 3.678059000E-03 1.400428000E-03
2.154000E+11 1.287331057E+00 1.233980769E+00 5.335028800E-02 1.284687952E+00 1.233005910E+00 5.168204200E-02 2.643105000E-03 9.748590000E-04
3.162000E+11 1.288162789E+00 1.235781334E+00 5.238145500E-02 1.286263963E+00 1.235096099E+00 5.116786400E-02 1.898826000E-03 6.852350000E-04
4.642000E+11 1.289311070E+00 1.237978913E+00 5.133215700E-02 1.287939510E+00 1.237489136E+00 5.045037400E-02 1.371560000E-03 4.897770000E-04
6.813000E+11 1.290862368E+00 1.240558066E+00 5.030430200E-02 1.289860303E+00 1.240199325E+00 4.966097800E-02 1.002065000E-03 3.587410000E-04
1.000000E+12 1.292902872E+00 1.243478668E+00 4.942420400E-02 1.292158075E+00 1.243207594E+00 4.895048100E-02 7.447970000E-04 2.710740000E-04
1.468000E+12 1.295503679E+00 1.246691908E+00 4.881177100E-02 1.294937859E+00 1.246479930E+00 4.845792900E-02 5.658200000E-04 2.119780000E-04
2.154000E+12 1.298703742E+00 1.250157526E+00 4.854621600E-02 1.298263312E+00 1.249986253E+00 4.827705900E-02 4.404300000E-04 1.712730000E-04
3.162000E+12 1.302496850E+00 1.253854898E+00 4.864195200E-02 1.302145818E+00 1.253712693E+00 4.843312500E-02 3.510320000E-04 1.422050000E-04
4.642000E+12 1.306830635E+00 1.257784803E+00 4.904583200E-02 1.306545230E+00 1.257664363E+00 4.888086700E-02 2.854050000E-04 1.204400000E-04
6.813000E+12 1.311621441E+00 1.261962921E+00 4.965852000E-02 1.311386041E+00 1.261859595E+00 4.952644600E-02 2.354000000E-04 1.033260000E-04
1.000000E+13 1.316778769E+00 1.266409162E+00 5.036960700E-02 1.316582950E+00 1.266319909E+00 5.026304100E-02 1.958190000E-04 8.925300000E-05
