T Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
290 1.242078800E+00 1.246351005E+00 1.250189785E+00 1.253531132E+00 1.256349417E+00 1.258680912E+00 1.260618276E+00 1.262292107E+00 1.263853670E+00 1.265464526E+00 1.267291282E+00 1.269500136E+00 1.272245399E+00 1.275648877E+00 1.279773193E+00 1.284600625E+00 1.290032938E+00 1.295919265E+00 1.302099763E+00
295 1.244771736E+00 1.248821731E+00 1.252358746E+00 1.255382197E+00 1.257904629E+00 1.259978345E+00 1.261696119E+00 1.263179010E+00 1.264563826E+00 1.265995612E+00 1.267624178E+00 1.269600316E+00 1.272066860E+00 1.275141572E+00 1.278893885E+00 1.283324572E+00 1.288361909E+00 1.293882378E+00 1.299747776E+00
300 1.247633190E+00 1.251662219E+00 1.255054613E+00 1.257879286E+00 1.260194430E+00 1.262075997E+00 1.263623722E+00 1.264954884E+00 1.266196374E+00 1.267480094E+00 1.268941108E+00 1.270715232E+00 1.272932124E+00 1.275701471E+00 1.279093715E+00 1.283122160E+00 1.287737643E+00 1.292843089E+00 1.298324358E+00
305 1.250420017E+00 1.254636830E+00 1.258050983E+00 1.260806043E+00 1.263012461E+00 1.264776991E+00 1.266213196E+00 1.267440694E+00 1.268581674E+00 1.269759091E+00 1.271096279E+00 1.272715436E+00 1.274732204E+00 1.277244736E+00 1.280318624E+00 1.283972787E+00 1.288174585E+00 1.292850707E+00 1.297911098E+00
310 1.252611251E+00 1.257226774E+00 1.260833522E+00 1.263653982E+00 1.265856872E+00 1.267586483E+00 1.268977043E+00 1.270156881E+00 1.271249225E+00 1.272372930E+00 1.273643286E+00 1.275170935E+00 1.277057258E+00 1.279385889E+00 1.282211952E+00 1.285552788E+00 1.289385453E+00 1.293655431E+00 1.298295116E+00
315 1.253920876E+00 1.259143205E+00 1.263113288E+00 1.266135722E+00 1.268443085E+00 1.270223953E+00 1.271640157E+00 1.272835521E+00 1.273940436E+00 1.275075011E+00 1.276350480E+00 1.277868041E+00 1.279714409E+00 1.281955503E+00 1.284630301E+00 1.287747442E+00 1.291286511E+00 1.295206193E+00 1.299458232E+00
320 1.253811768E+00 1.259827508E+00 1.264318852E+00 1.267672716E+00 1.270189829E+00 1.272109203E+00 1.273627273E+00 1.274910349E+00 1.276102590E+00 1.277330963E+00 1.278706581E+00 1.280322552E+00 1.282249170E+00 1.284529893E+00 1.287181041E+00 1.290195483E+00 1.293548818E+00 1.297207655E+00 1.301139676E+00
325 1.251696485E+00 1.258658938E+00 1.263809309E+00 1.267613002E+00 1.270441146E+00 1.272588675E+00 1.274293567E+00 1.275752097E+00 1.277129458E+00 1.278565373E+00 1.280174304E+00 1.282040658E+00 1.284213208E+00 1.286704530E+00 1.289499140E+00 1.292566817E+00 1.295874190E+00 1.299392455E+00 1.303102896E+00
330 1.246865381E+00 1.254863667E+00 1.260770059E+00 1.265118429E+00 1.268349149E+00 1.270817031E+00 1.272808397E+00 1.274557791E+00 1.276259639E+00 1.278073076E+00 1.280118155E+00 1.282466359E+00 1.285133160E+00 1.288084025E+00 1.291256787E+00 1.294589258E+00 1.298036552E+00 1.301574958E+00 1.305200144E+00
335 1.238134745E+00 1.247116934E+00 1.253779341E+00 1.258705397E+00 1.262397376E+00 1.265270200E+00 1.267664176E+00 1.269860636E+00 1.272092899E+00 1.274546588E+00 1.277347737E+00 1.280543715E+00 1.284093085E+00 1.287883470E+00 1.291779595E+00 1.295674587E+00 1.299513120E+00 1.303284022E+00 1.307004243E+00
340 1.223508958E+00 1.233221871E+00 1.240498403E+00 1.245943812E+00 1.250107295E+00 1.253459943E+00 1.256399889E+00 1.259265162E+00 1.262339990E+00 1.265845617E+00 1.269912106E+00 1.274541768E+00 1.279593308E+00 1.284821132E+00 1.289969648E+00 1.294866275E+00 1.299451154E+00 1.303744504E+00 1.307801963E+00
