N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 1.187462953E+00 1.187599501E+00 1.186938654E+00 1.182817071E+00 1.170085387E+00 1.136978414E+00 1.064212684E+00 1.010494401E+00 1.011914260E+00 1.015252089E+00 1.021154262E+00
1.016672606E+01 1.188164976E+00 1.188267134E+00 1.187599348E+00 1.183490357E+00 1.170783214E+00 1.137660528E+00 1.064723884E+00 1.010850109E+00 1.012312777E+00 1.015763487E+00 1.021879531E+00
1.033324570E+01 1.188685885E+00 1.188760401E+00 1.188088385E+00 1.183999618E+00 1.171347895E+00 1.138310981E+00 1.065442169E+00 1.011110146E+00 1.012596281E+00 1.016118349E+00 1.022375629E+00
1.049996187E+01 1.189083331E+00 1.189136158E+00 1.188464943E+00 1.184409807E+00 1.171854954E+00 1.139020891E+00 1.066474173E+00 1.011298637E+00 1.012790305E+00 1.016347537E+00 1.022684192E+00
1.066670514E+01 1.189406195E+00 1.189441662E+00 1.188777675E+00 1.184775335E+00 1.172372701E+00 1.139886368E+00 1.067960763E+00 1.011436460E+00 1.012915702E+00 1.016474767E+00 1.022835935E+00
1.083333839E+01 1.189697005E+00 1.189717526E+00 1.189068436E+00 1.185144909E+00 1.172968562E+00 1.141017354E+00 1.070090125E+00 1.011541055E+00 1.012988107E+00 1.016515459E+00 1.022848482E+00
1.100000000E+01 1.189995391E+00 1.190001247E+00 1.189376070E+00 1.185565704E+00 1.173714034E+00 1.142543807E+00 1.073107464E+00 1.011627473E+00 1.013018759E+00 1.016477338E+00 1.022726641E+00
1.116672606E+01 1.190341972E+00 1.190330839E+00 1.189739835E+00 1.186086464E+00 1.174686780E+00 1.144616003E+00 1.077314476E+00 1.011710256E+00 1.013016324E+00 1.016362345E+00 1.022464535E+00
1.133324570E+01 1.190782277E+00 1.190748263E+00 1.190202141E+00 1.186758572E+00 1.175967658E+00 1.147392761E+00 1.083045306E+00 1.011806209E+00 1.012989929E+00 1.016170318E+00 1.022050268E+00
1.149996187E+01 1.191378709E+00 1.191302348E+00 1.190809982E+00 1.187633856E+00 1.177629474E+00 1.151009441E+00 1.090598735E+00 1.011938384E+00 1.012954083E+00 1.015905586E+00 1.021475187E+00
1.166670514E+01 1.192191219E+00 1.192050548E+00 1.191614540E+00 1.188758414E+00 1.179715746E+00 1.155520382E+00 1.100108250E+00 1.012141603E+00 1.012936159E+00 1.015587972E+00 1.020749784E+00
1.183333839E+01 1.193279125E+00 1.193065314E+00 1.192668675E+00 1.190163588E+00 1.182213886E+00 1.160825869E+00 1.111362011E+00 1.016064102E+00 1.012986323E+00 1.015268013E+00 1.019927077E+00
1.200000000E+01 1.194752137E+00 1.194402076E+00 1.194022961E+00 1.191858939E+00 1.185038727E+00 1.166625163E+00 1.123660883E+00 1.038698633E+00 1.013186635E+00 1.015041945E+00 1.019127019E+00
1.216672606E+01 1.196670363E+00 1.196138251E+00 1.195721634E+00 1.193834310E+00 1.188048830E+00 1.172460137E+00 1.135874316E+00 1.061880700E+00 1.013652892E+00 1.015056079E+00 1.018546453E+00
1.233324570E+01 1.199120749E+00 1.198331844E+00 1.197798866E+00 1.196072455E+00 1.191101971E+00 1.177877030E+00 1.146816782E+00 1.083022701E+00 1.014521213E+00 1.015487538E+00 1.018433137E+00
1.249996187E+01 1.202132464E+00 1.201013460E+00 1.200274073E+00 1.198562423E+00 1.194116307E+00 1.182611062E+00 1.155753954E+00 1.100205161E+00 1.015920292E+00 1.016500939E+00 1.019019920E+00
1.266670514E+01 1.205699016E+00 1.204182191E+00 1.203145728E+00 1.201300458E+00 1.197089215E+00 1.186658937E+00 1.162641768E+00 1.112986619E+00 1.025648037E+00 1.018204421E+00 1.020452849E+00
1.283333839E+01 1.209759605E+00 1.207806914E+00 1.206388414E+00 1.204280368E+00 1.200059782E+00 1.190183431E+00 1.167908756E+00 1.122144962E+00 1.040944442E+00 1.020639295E+00 1.022765869E+00
1.300000000E+01 1.214240005E+00 1.211816225E+00 1.209958580E+00 1.207484891E+00 1.203069359E+00 1.193370871E+00 1.172076466E+00 1.128810780E+00 1.051904815E+00 1.023809997E+00 1.025928437E+00
