N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.775327000E-03 1.369362000E-03 1.104234000E-03 9.177050000E-04
1.016672606E+01 1.265680000E-03 9.707830000E-04 7.796510000E-04 6.459090000E-04
1.033324570E+01 8.912240000E-04 6.809200000E-04 5.453650000E-04 4.508680000E-04
1.049996187E+01 6.221720000E-04 4.742000000E-04 3.791850000E-04 3.131110000E-04
1.066670514E+01 4.319500000E-04 3.288270000E-04 2.627770000E-04 2.169150000E-04
1.083333839E+01 2.989940000E-04 2.276110000E-04 1.821060000E-04 1.502940000E-04
1.100000000E+01 2.068150000E-04 1.576400000E-04 1.263290000E-04 1.044470000E-04
1.116672606E+01 1.432800000E-04 1.095260000E-04 8.806100000E-05 7.307000000E-05
1.133324570E+01 9.967900000E-05 7.658700000E-05 6.193400000E-05 5.171800000E-05
1.149996187E+01 -9.053700000E-05 -8.937800000E-05 4.419400000E-05 3.729100000E-05
1.166670514E+01 -5.899300000E-05 -5.636000000E-05 -5.273700000E-05 -4.817800000E-05
1.183333839E+01 -3.658400000E-05 -3.277000000E-05 -2.808400000E-05 -2.295100000E-05
1.200000000E+01 -2.059600000E-05 -1.618600000E-05 -1.138200000E-05 -6.695000000E-06
1.216672606E+01 -9.442000000E-06 -5.189000000E-06 -1.119000000E-06 2.444000000E-06
1.233324570E+01 -2.145000000E-06 1.295000000E-06 4.252000000E-06 6.611000000E-06
1.249996187E+01 2.066000000E-06 4.460000000E-06 6.374000000E-06 7.860000000E-06
1.266670514E+01 4.022000000E-06 5.544000000E-06 6.743000000E-06 7.707000000E-06
1.283333839E+01 4.607000000E-06 5.560000000E-06 6.355000000E-06 7.030000000E-06
1.300000000E+01 4.510000000E-06 5.141000000E-06 5.722000000E-06 6.241000000E-06
