N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.309348000E-03 1.079021000E-03 8.982730000E-04 7.493670000E-04
1.016672606E+01 8.862620000E-04 7.285920000E-04 6.058280000E-04 5.052690000E-04
1.033324570E+01 6.011450000E-04 4.935010000E-04 4.102570000E-04 3.425160000E-04
1.049996187E+01 4.086250000E-04 3.353000000E-04 2.789840000E-04 2.335120000E-04
1.066670514E+01 2.784050000E-04 2.285800000E-04 1.906270000E-04 1.603310000E-04
1.083333839E+01 1.901950000E-04 1.564760000E-04 1.310710000E-04 1.111890000E-04
1.100000000E+01 1.304170000E-04 1.077510000E-04 9.098200000E-05 7.825300000E-05
1.116672606E+01 8.991900000E-05 7.487500000E-05 6.408700000E-05 5.632000000E-05
1.133324570E+01 6.254400000E-05 5.280200000E-05 4.615600000E-05 4.182400000E-05
1.149996187E+01 4.411500000E-05 3.806200000E-05 3.429400000E-05 3.229300000E-05
1.166670514E+01 3.177800000E-05 2.829300000E-05 2.647300000E-05 2.590900000E-05
1.183333839E+01 2.357800000E-05 2.182300000E-05 2.119600000E-05 2.138900000E-05
1.200000000E+01 1.812800000E-05 1.742500000E-05 1.742400000E-05 1.785200000E-05
1.216672606E+01 1.442500000E-05 1.428800000E-05 1.448300000E-05 1.488800000E-05
1.233324570E+01 1.179100000E-05 1.186800000E-05 1.206400000E-05 1.236400000E-05
1.249996187E+01 9.809000000E-06 9.919000000E-06 1.005500000E-05 1.026900000E-05
1.266670514E+01 8.237000000E-06 8.328000000E-06 8.428000000E-06 8.594000000E-06
1.283333839E+01 6.970000000E-06 7.051000000E-06 7.134000000E-06 7.271000000E-06
1.300000000E+01 5.957000000E-06 6.037000000E-06 6.114000000E-06 6.234000000E-06
