T nFsrh nFBsrh dnsrh nF nFB dn
290 1.176812698E+00 1.143704729E+00 3.310796900E-02 1.176806807E+00 1.143557893E+00 3.324891400E-02
295 1.174207962E+00 1.149187136E+00 2.502082600E-02 1.174200856E+00 1.149180588E+00 2.502026800E-02
300 1.181351772E+00 1.155774889E+00 2.557688300E-02 1.181342577E+00 1.155766354E+00 2.557622300E-02
305 1.188083978E+00 1.162079884E+00 2.600409400E-02 1.188072211E+00 1.162068849E+00 2.600336200E-02
310 1.185197193E+00 1.168359163E+00 1.683803000E-02 1.185183767E+00 1.168344933E+00 1.683883400E-02
315 1.190956328E+00 1.165229040E+00 2.572728800E-02 1.190939031E+00 1.165141569E+00 2.579746200E-02
320 1.195692063E+00 1.170466779E+00 2.522528400E-02 1.195670448E+00 1.170445701E+00 2.522474700E-02
325 1.194877259E+00 1.175487903E+00 1.938935600E-02 1.194852027E+00 1.175460953E+00 1.939107400E-02
330 1.182317919E+00 1.179403203E+00 2.914716000E-03 1.182291532E+00 1.179368642E+00 2.922890000E-03
335 1.167827643E+00 1.178973437E+00 -1.114579400E-02 1.167779220E+00 1.178885252E+00 -1.110603200E-02
340 1.154992629E+00 1.160744427E+00 -5.751798000E-03 1.154972148E+00 1.160657891E+00 -5.685743000E-03
