fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
LL060 9:2 296 39.17 1.000E+000 3.571E+000 1.591E-011 1.889E+004 2.903E+000 7.067E-006 2.779E-005 1.054E-001 2.777E-005 9.472E-007 3.237E-001 5.970E-002 1.584E-005 8.125E-003 
LL065 8:59 295.5 39.24 1.000E+000 3.551E+000 1.449E-011 1.921E+004 2.907E+000 6.926E-006 3.505E-005 1.214E-001 3.503E-005 1.434E-006 3.373E-001 7.000E-002 2.046E-005 5.171E-003 
LL070 8:56 295.2 39.28 1.000E+000 3.546E+000 1.363E-011 1.941E+004 2.909E+000 6.855E-006 4.426E-005 1.377E-001 4.423E-005 2.142E-006 3.516E-001 8.090E-002 2.644E-005 1.323E-002 
LL075 8:53 295 39.3 1.000E+000 3.528E+000 1.300E-011 1.953E+004 2.911E+000 6.851E-006 5.581E-005 1.540E-001 5.578E-005 3.144E-006 3.661E-001 9.200E-002 3.414E-005 5.199E-003 
LL080 8:51 295 39.3 1.000E+000 3.584E+000 1.375E-011 1.953E+004 2.920E+000 6.984E-006 6.821E-005 1.675E-001 6.818E-005 4.319E-006 3.781E-001 1.014E-001 4.255E-005 3.466E-003 
LL085 8:48 295.4 39.25 1.000E+000 3.595E+000 1.457E-011 1.928E+004 2.921E+000 7.171E-006 8.123E-005 1.787E-001 8.119E-005 5.628E-006 3.880E-001 1.093E-001 5.145E-005 3.911E-003 
LL090 8:45 295.8 39.2 1.000E+000 3.663E+000 1.629E-011 1.902E+004 2.927E+000 7.389E-006 9.605E-005 1.895E-001 9.600E-005 7.226E-006 3.973E-001 1.170E-001 6.170E-005 3.475E-002 
LL095 8:43 296.1 39.16 1.000E+000 3.642E+000 1.682E-011 1.883E+004 2.922E+000 7.446E-006 1.115E-004 1.997E-001 1.114E-004 9.046E-006 4.065E-001 1.245E-001 7.260E-005 1.440E-002 
LL100 8:40 296.2 39.14 1.000E+000 3.637E+000 1.691E-011 1.877E+004 2.910E+000 7.373E-006 1.295E-004 2.108E-001 1.295E-004 1.137E-005 4.167E-001 1.327E-001 8.563E-005 5.442E-003 
LL105 8:37 296.2 39.14 1.000E+000 3.641E+000 1.684E-011 1.877E+004 2.917E+000 7.434E-006 1.493E-004 2.213E-001 1.492E-004 1.405E-005 4.255E-001 1.405E-001 9.995E-005 4.249E-003 
LL110 8:34 296.1 39.16 1.000E+000 3.596E+000 1.604E-011 1.883E+004 2.912E+000 7.335E-006 1.699E-004 2.314E-001 1.698E-004 1.707E-005 4.345E-001 1.481E-001 1.152E-004 2.250E-002 
