N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+16 300 2.100E-4 1.232303621E+00 1.242084229E+00
1.468000E+10 1.000E+16 300 2.100E-4 1.237294895E+00 1.242171012E+00
2.154000E+10 1.000E+16 300 2.100E-4 1.238780693E+00 1.242277812E+00
3.162000E+10 1.000E+16 300 2.100E-4 1.239957089E+00 1.242437234E+00
4.642000E+10 1.000E+16 300 2.100E-4 1.240920807E+00 1.242673461E+00
6.813000E+10 1.000E+16 300 2.100E-4 1.241781344E+00 1.243018999E+00
1.000000E+11 1.000E+16 300 2.100E-4 1.242642633E+00 1.243515874E+00
1.468000E+11 1.000E+16 300 2.100E-4 1.243597873E+00 1.244218524E+00
2.154000E+11 1.000E+16 300 2.100E-4 1.244743631E+00 1.245189126E+00
3.162000E+11 1.000E+16 300 2.100E-4 1.246169768E+00 1.246494325E+00
4.642000E+11 1.000E+16 300 2.100E-4 1.247946282E+00 1.248186531E+00
6.813000E+11 1.000E+16 300 2.100E-4 1.250146403E+00 1.250329651E+00
1.000000E+12 1.000E+16 300 2.100E-4 1.252794112E+00 1.252937933E+00
1.468000E+12 1.000E+16 300 2.100E-4 1.255994571E+00 1.256107057E+00
2.154000E+12 1.000E+16 300 2.100E-4 1.259587065E+00 1.259679415E+00
3.162000E+12 1.000E+16 300 2.100E-4 1.263524010E+00 1.263601956E+00
4.642000E+12 1.000E+16 300 2.100E-4 1.267804122E+00 1.267876775E+00
6.813000E+12 1.000E+16 300 2.100E-4 1.272374815E+00 1.272435436E+00
1.000000E+13 1.000E+16 300 2.100E-4 1.277236602E+00 1.277283803E+00
