N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.000E+15 305 2.100E-4 1.060799532E+00 1.060485623E+00
1.468000E+10 1.000E+15 305 2.100E-4 1.061752936E+00 1.061530183E+00
2.154000E+10 1.000E+15 305 2.100E-4 1.063198470E+00 1.063042997E+00
3.162000E+10 1.000E+15 305 2.100E-4 1.065327485E+00 1.065220422E+00
4.642000E+10 1.000E+15 305 2.100E-4 1.068399024E+00 1.068326260E+00
6.813000E+10 1.000E+15 305 2.100E-4 1.072747209E+00 1.072698547E+00
1.000000E+11 1.000E+15 305 2.100E-4 1.078769913E+00 1.078738160E+00
1.468000E+11 1.000E+15 305 2.100E-4 1.086877677E+00 1.086857847E+00
2.154000E+11 1.000E+15 305 2.100E-4 1.097376597E+00 1.097365242E+00
3.162000E+11 1.000E+15 305 2.100E-4 1.110272989E+00 1.110267742E+00
4.642000E+11 1.000E+15 305 2.100E-4 1.125050990E+00 1.125050112E+00
6.813000E+11 1.000E+15 305 2.100E-4 1.140584564E+00 1.140586700E+00
1.000000E+12 1.000E+15 305 2.100E-4 1.155392047E+00 1.155396032E+00
1.468000E+12 1.000E+15 305 2.100E-4 1.168224632E+00 1.168229487E+00
2.154000E+12 1.000E+15 305 2.100E-4 1.178585970E+00 1.178590977E+00
3.162000E+12 1.000E+15 305 2.100E-4 1.186748540E+00 1.186753264E+00
4.642000E+12 1.000E+15 305 2.100E-4 1.193332982E+00 1.193337244E+00
6.813000E+12 1.000E+15 305 2.100E-4 1.198906609E+00 1.198910377E+00
1.000000E+13 1.000E+15 305 2.100E-4 1.203821993E+00 1.203825312E+00
