T d154 d184 d214 d244
d 150 180 210 240
290 1.225160380E+00 1.224327699E+00 1.223725724E+00 1.222884256E+00
295 1.226305580E+00 1.225360357E+00 1.224912119E+00 1.224127138E+00
300 1.227995228E+00 1.227099839E+00 1.226591582E+00 1.225902027E+00
305 1.229861105E+00 1.228788529E+00 1.228376046E+00 1.227862635E+00
310 1.232467337E+00 1.231200826E+00 1.230655680E+00 1.230166756E+00
315 1.235030305E+00 1.233581738E+00 1.233007064E+00 1.232445186E+00
320 1.237195317E+00 1.235596201E+00 1.234710196E+00 1.234260186E+00
325 1.239438202E+00 1.237525601E+00 1.236425617E+00 1.235787253E+00
330 1.241131939E+00 1.238913135E+00 1.237318778E+00 1.236644220E+00
335 1.241586998E+00 1.238934658E+00 1.236944580E+00 1.236000679E+00
340 1.241061876E+00 1.237851850E+00 1.235340032E+00 1.233979353E+00
