T d154 d184 d214 d244
d 150 180 210 240
290 1.209704800E+00 1.207667468E+00 1.205895157E+00 1.204983529E+00
295 1.210484137E+00 1.208586159E+00 1.206971888E+00 1.206151173E+00
300 1.211462482E+00 1.209744847E+00 1.208406050E+00 1.207262464E+00
305 1.213243640E+00 1.211467346E+00 1.210235674E+00 1.209386281E+00
310 1.215137164E+00 1.213282311E+00 1.212036141E+00 1.210869020E+00
315 1.216546544E+00 1.214520197E+00 1.213154635E+00 1.211896242E+00
320 1.217304516E+00 1.214975984E+00 1.213422363E+00 1.211935908E+00
325 1.215740943E+00 1.212945698E+00 1.211086065E+00 1.209311374E+00
330 1.208809954E+00 1.205359422E+00 1.203037371E+00 1.200971745E+00
335 1.190904003E+00 1.186593034E+00 1.183760612E+00 1.181363156E+00
340 1.151290034E+00 1.145743084E+00 1.142517541E+00 1.140015527E+00
