2.3192E-2 6.3249E-6
4.1864E-2 1.6445E-5
6.2799E-2 2.7830E-5
8.2036E-2 4.3010E-5
1.0184E-1 6.3249E-5
1.2164E-1 8.3489E-5
1.4258E-1 1.1258E-4
1.6125E-1 1.4547E-4
1.8218E-1 1.8342E-4
2.0312E-1 2.3149E-4
2.2349E-1 2.8462E-4
2.4103E-1 3.4281E-4
2.6253E-1 4.0733E-4
2.8120E-1 4.9082E-4
3.0214E-1 5.8569E-4
3.2364E-1 6.9448E-4
3.4231E-1 8.3742E-4
3.6154E-1 1.0133E-3
3.8248E-1 1.2625E-3
4.0002E-1 1.5863E-3
4.2209E-1 2.0809E-3
4.4246E-1 2.8462E-3
4.6113E-1 3.9898E-3
4.8206E-1 5.8417E-3
5.0356E-1 8.6677E-3
5.2054E-1 1.2754E-2
5.3977E-1 1.8039E-2
5.6184E-1 2.4970E-2
5.8108E-1 3.2823E-2
