fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
00D1 38212 291.83 39.729 1.000000000E+00 1.103409009E-02 5.117163077E-13 4.110228702E+19 4.371445206E+00 5.352151763E-05 9.447686852E-01 
00D2 38264 291.86 39.725 1.000000000E+00 1.000000000E-03 4.968485721E-13 2.592546446E+19 4.337784344E+00 5.195930991E-05 9.277045714E-01 
00D3 38416 291.9 39.72 1.000000000E+00 1.039253636E+00 2.196756249E-12 2.416201927E+18 7.644026911E+00 3.094032735E-04 1.227204446E-01 
00D4 38638 291.9 39.72 1.000000000E+00 1.030114378E+00 2.190541225E-12 2.369131665E+18 7.665454095E+00 3.132401868E-04 1.510200422E-01 
00D5 38838 291.9 39.72 1.000000000E+00 1.050371631E+00 2.255889466E-12 2.446714073E+18 7.708189431E+00 3.158660823E-04 1.195931975E-01 
00D6 38930 291.9 39.72 1.000000000E+00 1.059506622E+00 2.258548580E-12 2.366965887E+18 7.694219665E+00 3.140428807E-04 1.202218368E-01 
00D7 39156 291.9 39.72 1.000000000E+00 2.766655760E-01 8.206274809E-13 5.016403999E+19 5.066102200E+00 9.737736166E-05 1.166212283E+00 
00D8 39354 291.9 39.72 1.000000000E+00 1.034703594E+00 2.265600858E-12 8.827357933E+19 7.767405649E+00 3.212753753E-04 9.629417237E-02 
00D9 39554 291.9 39.72 1.000000000E+00 1.034622122E+00 2.279504152E-12 2.429860016E+18 7.763805976E+00 3.226513561E-04 8.697821511E-02 
0D10 39756 291.9 39.72 1.000000000E+00 1.044774248E+00 2.324074342E-12 6.480688266E+19 7.772091794E+00 3.227544388E-04 9.745468653E-02 
0D11 39954 291.9 39.72 1.000000000E+00 1.041886600E+00 2.324217793E-12 2.563095914E+19 7.742104240E+00 3.216978280E-04 8.202816365E-02 
0D12 40156 291.9 39.72 1.000000000E+00 1.095944976E+00 2.461225597E-12 2.184012535E+18 7.789373640E+00 3.243679745E-04 9.430259278E-02 
0D13 40354 291.9 39.72 1.000000000E+00 1.062473390E+00 2.373798097E-12 2.453781197E+18 7.702953658E+00 3.187066382E-04 7.778493017E-02 
0D14 40556 291.9 39.72 1.000000000E+00 1.064543360E+00 2.429018708E-12 2.560034836E+18 7.806440145E+00 3.260161045E-04 8.151947732E-02 
0D15 40754 291.9 39.72 1.000000000E+00 1.107869193E+00 2.513746197E-12 2.462406371E+18 7.823357084E+00 3.276949398E-04 7.490239645E-02 
0D16 40954 291.9 39.72 1.000000000E+00 1.018675217E+00 2.311452591E-12 2.287555043E+18 7.730022487E+00 3.210024634E-04 7.568164373E-02 
0D17 41156 291.9 39.72 1.000000000E+00 1.031165724E+00 2.314888454E-12 2.506405026E+18 7.735933110E+00 3.223100634E-04 9.086727516E-02 
0D18 41354 291.9 39.72 1.000000000E+00 1.000000000E-03 4.092090607E-13 8.737679026E+19 3.579042374E+00 1.987189754E-05 7.376807468E-01 
0D19 41554 291.9 39.72 1.000000000E+00 1.050872921E+00 2.374816677E-12 2.544841984E+18 7.747991080E+00 3.226320048E-04 9.760466684E-02 
0D20 41754 291.9 39.72 1.000000000E+00 1.062662957E+00 2.416854432E-12 7.987462524E+19 7.773773830E+00 3.248071461E-04 7.812208908E-02 
0D21 41954 291.9 39.72 1.000000000E+00 1.055626830E+00 2.397327758E-12 2.200580348E+19 7.757718155E+00 3.235416025E-04 7.510501114E-02 
0D22 42156 291.9 39.72 1.000000000E+00 1.060241836E+00 2.399292047E-12 2.550266509E+18 7.757858368E+00 3.234304654E-04 7.137271346E-02 
0D23 42356 291.9 39.72 1.000000000E+00 4.176012716E-01 9.970533512E-13 9.984101179E+18 5.109419038E+00 1.004834572E-04 1.167903476E+00 
0D24 42554 291.9 39.72 1.000000000E+00 1.061472818E+00 2.382732543E-12 2.458866513E+18 7.763682617E+00 3.244869772E-04 7.261073977E-02 
0D25 42756 291.9 39.72 1.000000000E+00 1.042306515E+00 2.349926994E-12 2.464473882E+18 7.782954996E+00 3.257869511E-04 7.619054348E-02 
0D26 42956 291.9 39.72 1.000000000E+00 1.021330263E+00 2.287278663E-12 1.199496324E+19 7.683402939E+00 3.192572141E-04 9.302253362E-02 
0D27 43154 291.9 39.72 1.000000000E+00 1.038513265E+00 2.354684069E-12 2.430231508E+18 7.745203292E+00 3.223421929E-04 6.559880141E-02 
0D28 43354 291.9 39.72 1.000000000E+00 1.050630181E+00 2.366292965E-12 2.549151284E+18 7.743320956E+00 3.235879602E-04 7.325297573E-02 
0D29 43554 291.9 39.72 1.000000000E+00 1.065823897E+00 2.393304068E-12 2.413362505E+18 7.723010330E+00 3.217401089E-04 8.065344170E-02 
0D30 43754 291.9 39.72 1.000000000E+00 1.058606547E+00 2.357735997E-12 2.540397532E+18 7.733430637E+00 3.221920547E-04 7.125012554E-02 
0D31 43956 291.9 39.72 1.000000000E+00 1.027273732E+00 2.293755499E-12 3.576538261E+18 7.706643030E+00 3.209160726E-04 9.677624051E-02 
0D32 44154 291.9 39.72 1.000000000E+00 1.083931307E+00 2.456638754E-12 7.396519500E+19 7.787304658E+00 3.256997852E-04 7.284283889E-02 
0D33 44354 291.9 39.72 1.000000000E+00 1.012099382E+00 2.248765377E-12 2.441269639E+19 7.682567607E+00 3.189601435E-04 7.039412220E-02 
0D34 44554 291.9 39.72 1.000000000E+00 1.032312579E+00 2.325324227E-12 2.555380654E+18 7.757138839E+00 3.243360520E-04 6.778076579E-02 
0D35 44756 291.9 39.72 1.000000000E+00 1.077410964E+00 2.419367585E-12 6.959516361E+19 7.760444518E+00 3.238354300E-04 6.803040016E-02 
0D36 44954 291.9 39.72 1.000000000E+00 1.069328906E+00 2.397499764E-12 2.469370413E+18 7.790579523E+00 3.263602101E-04 7.861596369E-02 
0D37 45154 291.9 39.72 1.000000000E+00 1.037174982E+00 2.322662376E-12 3.565624840E+18 7.764774639E+00 3.245207150E-04 6.661394518E-02 
0D38 45354 291.9 39.72 1.000000000E+00 1.052461760E+00 2.339757971E-12 9.519660296E+19 7.763714910E+00 3.247403509E-04 6.799045188E-02 
0D39 45554 291.9 39.72 1.000000000E+00 1.069867889E+00 2.399108626E-12 3.557390380E+18 7.773510721E+00 3.254064140E-04 7.102296866E-02 
0D40 45754 291.9 39.72 1.000000000E+00 1.047003081E+00 2.323849218E-12 2.481534646E+18 7.726947662E+00 3.225450091E-04 6.943900765E-02 
0D41 45956 291.9 39.72 1.000000000E+00 1.023723334E+00 2.263805749E-12 8.277749687E+19 7.724464896E+00 3.222637833E-04 8.613437213E-02 
0D42 46156 291.9 39.72 1.000000000E+00 1.044860424E+00 2.298010883E-12 2.567966444E+18 7.734123239E+00 3.231871191E-04 7.322357080E-02 
0D43 46354 291.9 39.72 1.000000000E+00 1.043812313E+00 2.305681756E-12 1.183392580E+19 7.713523445E+00 3.215581929E-04 6.673983916E-02 
0D44 46556 291.9 39.72 1.000000000E+00 5.175374737E-01 1.105703826E-12 3.727003387E+19 5.261963256E+00 1.107847693E-04 1.187065004E+00 
