fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
UDL00 12:10:44 311.9 37.17 1.000E+000 7.627E-001 7.042E-007 1.000E+012 2.634E+000 6.226E-008 1.953E-004 2.576E-001 1.953E-004 2.418E-005 4.807E-001 1.721E-001 1.404E-004 1.462E-001 
UDL01 12:13:10 311.8 37.18 1.000E+000 7.066E-001 7.480E-007 1.000E+012 2.693E+000 5.806E-008 1.952E-004 2.589E-001 1.952E-004 2.413E-005 4.775E-001 1.725E-001 1.398E-004 8.710E-002 
UDL02 12:16:04 311.8 37.18 1.000E+000 8.817E-001 7.112E-007 1.000E+012 2.628E+000 6.161E-008 1.954E-004 2.570E-001 1.954E-004 2.411E-005 4.801E-001 1.714E-001 1.406E-004 1.073E-001 
UDL03 12:18:52 311.8 37.18 1.000E+000 6.064E-001 8.092E-007 1.000E+012 2.650E+000 6.059E-008 1.951E-004 2.581E-001 1.951E-004 2.412E-005 4.791E-001 1.720E-001 1.402E-004 9.832E-001 
UDL04 12:21:40 311.8 37.18 1.000E+000 6.237E-001 8.331E-007 1.000E+012 2.622E+000 6.336E-008 1.949E-004 2.584E-001 1.949E-004 2.424E-005 4.813E-001 1.726E-001 1.403E-004 4.828E+000 
UDL05 12:24:44 311.8 37.18 1.000E+000 7.559E-001 7.182E-007 1.000E+012 2.644E+000 6.176E-008 1.950E-004 2.584E-001 1.950E-004 2.422E-005 4.807E-001 1.725E-001 1.403E-004 4.486E+000 
UDL06 12:27:14 311.7 37.2 1.000E+000 6.830E-001 7.684E-007 1.000E+012 2.626E+000 6.332E-008 1.949E-004 2.589E-001 1.949E-004 2.432E-005 4.822E-001 1.731E-001 1.404E-004 2.873E-002 
UDL07 12:30:34 311.7 37.2 1.000E+000 5.563E-001 8.838E-007 1.000E+012 2.575E+000 6.775E-008 1.951E-004 2.590E-001 1.951E-004 2.452E-005 4.852E-001 1.733E-001 1.414E-004 2.801E-001 
UDL08 12:33:10 311.7 37.2 1.000E+000 8.063E-001 7.338E-007 1.000E+012 2.689E+000 5.821E-008 1.954E-004 2.592E-001 1.954E-004 2.422E-005 4.781E-001 1.727E-001 1.402E-004 1.483E+000 
UDL09 12:36:14 311.8 37.18 1.000E+000 7.120E-001 7.720E-007 1.000E+012 2.643E+000 6.220E-008 1.952E-004 2.589E-001 1.952E-004 2.431E-005 4.810E-001 1.729E-001 1.405E-004 4.234E-001 
