fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_300 001_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.722062389E-16 1.000000000E+20 1.261392300E+00 2.533537948E-16 4.908116473E-04 
001_300_SRH 001_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.223399075E-16 1.000000000E+20 1.298058269E+00 2.523660981E-16 2.488005612E-03 
002_300 002_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.255882720E-16 1.000000000E+20 1.266874517E+00 3.678794037E-16 6.689707815E-04 
002_300_SRH 002_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.786095077E-16 1.000000000E+20 1.298080935E+00 3.704126472E-16 2.497167598E-03 
003_300 003_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.028766491E-16 1.000000000E+20 1.270766714E+00 5.360431703E-16 8.807893305E-04 
003_300_SRH 003_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.601231189E-16 1.000000000E+20 1.298113664E+00 5.436698005E-16 2.510548709E-03 
004_300 004_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.014134265E-15 1.000000000E+20 1.273508849E+00 7.829003576E-16 1.119676835E-03 
004_300_SRH 004_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.775076012E-16 1.000000000E+20 1.298160680E+00 7.979524572E-16 2.530048745E-03 
005_300 005_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.172944155E-15 1.000000000E+20 1.275439879E+00 1.145218769E-15 1.375449663E-03 
005_300_SRH 005_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.451237494E-16 1.000000000E+20 1.298227614E+00 1.171138515E-15 2.558374925E-03 
006_300 006_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.397000120E-15 1.000000000E+20 1.276907275E+00 1.677059974E-15 1.637330688E-03 
006_300_SRH 006_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.816303082E-16 1.000000000E+20 1.298321679E+00 1.718799245E-15 2.599332209E-03 
007_300 007_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.720139778E-15 1.000000000E+20 1.289394371E+00 2.479176279E-15 1.909584310E-03 
007_300_SRH 007_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.109882898E-15 1.000000000E+20 1.298451480E+00 2.522453838E-15 2.658169004E-03 
008_300 008_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.147278407E-15 1.000000000E+20 1.290220986E+00 3.634599567E-15 2.156090573E-03 
008_300_SRH 008_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.555456412E-15 1.000000000E+20 1.298626119E+00 3.701670595E-15 2.741928054E-03 
009_300 009_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.720856167E-15 1.000000000E+20 1.297832014E+00 5.435968733E-15 2.432951939E-03 
009_300_SRH 009_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.143058418E-15 1.000000000E+20 1.298853301E+00 5.431814162E-15 2.859710367E-03 
010_300 010_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.442864265E-15 1.000000000E+20 1.298549381E+00 7.975812149E-15 2.693167156E-03 
010_300_SRH 010_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.890777566E-15 1.000000000E+20 1.299136301E+00 7.970088967E-15 3.022682862E-03 
011_300 011_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.325658900E-15 1.000000000E+20 1.299092602E+00 1.169917187E-14 2.985225102E-03 
011_300_SRH 011_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.803824139E-15 1.000000000E+20 1.299470630E+00 1.169378910E-14 3.243637611E-03 
012_300 012_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.360068480E-15 1.000000000E+20 1.299601198E+00 1.716151930E-14 3.329389178E-03 
012_300_SRH 012_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.943775838E-15 1.000000000E+20 1.311974953E+00 1.736404959E-14 3.569492888E-03 
013_300 013_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.633833865E-15 1.000000000E+20 1.312585988E+00 2.548982880E-14 3.761719716E-03 
013_300_SRH 013_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.178977795E-15 1.000000000E+20 1.312753384E+00 2.548566829E-14 3.915207817E-03 
014_300 014_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.084711516E-15 1.000000000E+20 1.318402573E+00 3.747224742E-14 4.181674834E-03 
014_300_SRH 014_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.662237932E-15 1.000000000E+20 1.318512930E+00 3.746841387E-14 4.301119625E-03 
015_300 015_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.570216714E-15 1.000000000E+20 1.318946772E+00 5.500056239E-14 4.675643949E-03 
015_300_SRH 015_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.176641255E-15 1.000000000E+20 1.319017627E+00 5.499720015E-14 4.775580371E-03 
016_300 016_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.143550267E-14 1.000000000E+20 1.331295284E+00 8.175647437E-14 5.294353099E-03 
016_300_SRH 016_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.108451967E-14 1.000000000E+20 1.332216869E+00 8.183154998E-14 5.381444656E-03 
017_300 017_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.328439559E-14 1.000000000E+20 1.332498474E+00 1.200933882E-13 5.865857016E-03 
017_300_SRH 017_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.293526396E-14 1.000000000E+20 1.332530227E+00 1.200908500E-13 5.930863316E-03 
018_300 018_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.522365124E-14 1.000000000E+20 1.332798412E+00 1.762505004E-13 6.485857114E-03 
018_300_SRH 018_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.489048384E-14 1.000000000E+20 1.332818292E+00 1.762477028E-13 6.542798379E-03 
019_300 019_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.798656440E-14 1.000000000E+20 1.346095654E+00 2.625435744E-13 7.228983582E-03 
019_300_SRH 019_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.772417206E-14 1.000000000E+20 1.347720958E+00 2.639726818E-13 7.270099817E-03 
