fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0T01 7:36:44 295 39.3 1.000E+000 8.378E-001 4.304E-006 2.501E+004 3.032E+000 3.028E-009 8.699E-004 
0T02 7:38:30 295 39.3 1.000E+000 8.488E-001 4.251E-006 2.648E+004 3.039E+000 2.996E-009 8.671E-004 
0T03 7:41:44 295 39.3 1.000E+000 8.626E-001 4.103E-006 2.722E+004 3.040E+000 2.990E-009 9.063E-004 
0T04 7:44:34 295 39.3 1.000E+000 8.492E-001 4.269E-006 2.584E+004 3.035E+000 3.018E-009 9.265E-004 
0T05 7:47:22 294.9 39.32 1.000E+000 8.592E-001 4.171E-006 2.674E+004 3.038E+000 2.982E-009 8.986E-004 
0T06 7:52:36 295 39.3 1.000E+000 8.484E-001 4.328E-006 2.400E+004 3.032E+000 3.041E-009 8.842E-004 
0T07 7:55:08 295 39.3 1.000E+000 8.417E-001 4.372E-006 2.653E+004 3.039E+000 3.005E-009 8.857E-004 
0T08 7:58:14 295 39.3 1.000E+000 8.530E-001 4.250E-006 2.713E+004 3.042E+000 2.990E-009 8.511E-004 
0T09 8:01:12 295 39.3 1.000E+000 8.334E-001 4.452E-006 2.674E+004 3.040E+000 2.999E-009 8.526E-004 
0T10 8:05:34 295.1 39.29 1.000E+000 8.456E-001 4.524E-006 2.551E+004 3.035E+000 3.043E-009 8.222E-004 
0T11 8:09:50 295 39.3 1.000E+000 8.675E-001 4.301E-006 2.586E+004 3.038E+000 3.008E-009 8.452E-004 
0T12 8:13:00 295 39.3 1.000E+000 8.419E-001 4.426E-006 2.660E+004 3.039E+000 3.008E-009 8.876E-004 
0T13 8:16:26 295 39.3 1.000E+000 8.628E-001 4.331E-006 2.675E+004 3.041E+000 3.002E-009 9.076E-004 
