fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc Pm FF Vm Im dev 
00L1 48858 295.1 39.29 3.860671408E-09 3.276931007E+00 7.854929644E+03 6.306248975E-05 3.672676617E+00 3.034976619E+03 0.000000000E+00 2.535796966E-04 5.010074270E-01 2.304623287E-04 4.295509838E-05 3.720237004E-01 2.828325295E-01 1.518746746E-04 3.411583723E-03 
00L2 49382 298.1 38.9 1.107460819E-08 3.451581812E+00 8.212534131E+03 7.081962136E-05 3.498125031E+00 2.541425820E+03 0.000000000E+00 2.516408749E-04 4.959085883E-01 2.309669016E-04 4.330087148E-05 3.780465327E-01 2.844863768E-01 1.522071881E-04 3.586078582E-03 
00L3 49916 301 38.51 4.708959615E-09 3.203015012E+00 7.799967009E+03 8.946016490E-05 4.016162063E+00 2.291210585E+03 0.000000000E+00 2.528431197E-04 4.912121884E-01 2.314521166E-04 4.367059939E-05 3.841128726E-01 2.850165026E-01 1.532213012E-04 3.179428243E-03 
00L4 50442 304.1 38.13 1.516684671E-08 3.411159507E+00 8.495431513E+03 1.055022424E-04 3.895609263E+00 1.995901632E+03 0.000000000E+00 2.510065328E-04 4.857499110E-01 2.320079004E-04 4.390306109E-05 3.895644324E-01 2.854161212E-01 1.538212379E-04 5.206575082E-03 
00L5 50956 307 37.76 4.435085961E-08 3.641716555E+00 9.216836044E+03 1.238163901E-04 3.683630998E+00 1.738966630E+03 0.000000000E+00 2.495184270E-04 4.811412748E-01 2.324582908E-04 4.412436945E-05 3.945125811E-01 2.862990742E-01 1.541198468E-04 1.999748683E-03 
00L6 51652 310 37.4 3.943104227E-08 3.551644357E+00 8.975707050E+03 1.466561361E-04 3.895340085E+00 1.552326348E+03 0.000000000E+00 2.498173497E-04 4.757486093E-01 2.330148067E-04 4.422715945E-05 3.989587559E-01 2.858495080E-01 1.547218317E-04 3.155728749E-03 
00L7 52318 313 37.04 4.313690634E-08 3.498673075E+00 9.394788494E+03 1.760082325E-04 4.217507055E+00 1.424141602E+03 0.000000000E+00 2.494255200E-04 4.699491644E-01 2.332632755E-04 4.424504570E-05 4.036150916E-01 2.839499626E-01 1.558198680E-04 6.651577519E-03 
00L8 52990 316 36.69 5.862355031E-08 3.532890011E+00 9.526705376E+03 2.060905208E-04 4.337872273E+00 1.281464232E+03 0.000000000E+00 2.496389932E-04 4.651244224E-01 2.338981159E-04 4.418777657E-05 4.061685404E-01 2.828127361E-01 1.562439414E-04 4.435550047E-03 
00L9 53670 319 36.34 6.102666793E-08 3.515800582E+00 8.992147587E+03 2.353796695E-04 4.386097005E+00 1.139418185E+03 0.000000000E+00 2.497699129E-04 4.606339547E-01 2.340446005E-04 4.396353847E-05 4.077914030E-01 2.820458959E-01 1.558737039E-04 3.586472419E-03 
0L10 54346 322 36 6.474953199E-08 3.462091889E+00 9.602666921E+03 2.885061099E-04 5.006608792E+00 1.078072951E+03 0.000000000E+00 2.501304992E-04 4.549037152E-01 2.345814294E-04 4.388863110E-05 4.112812617E-01 2.796612466E-01 1.569349763E-04 2.367453247E-03 
0L11 55012 325 35.67 3.563319743E-07 3.820737747E+00 1.256520083E+04 3.089908030E-04 4.410460032E+00 9.265423503E+02 0.000000000E+00 2.473461226E-04 4.501194849E-01 2.341738027E-04 4.351435891E-05 4.128254547E-01 2.769311192E-01 1.571306216E-04 3.582746816E-03 
0L12 55682 328 35.35 1.629791074E-07 3.534043438E+00 1.079088338E+04 3.519185676E-04 5.122583648E+00 8.697785024E+02 0.000000000E+00 2.483069508E-04 4.437260102E-01 2.344755866E-04 4.317036106E-05 4.149284016E-01 2.739799467E-01 1.575675942E-04 5.372045388E-03 
0L13 56370 331 35.02 1.480038702E-06 4.063958552E+00 1.792204417E+04 3.999922675E-04 4.381875920E+00 7.660194117E+02 0.000000000E+00 2.452481956E-04 4.393556956E-01 2.338100734E-04 4.265876791E-05 4.152683466E-01 2.711003169E-01 1.573541794E-04 7.918660427E-03 
0L14 57038 334 34.71 2.458476701E-07 3.556707133E+00 1.052763194E+04 4.409410326E-04 5.234517810E+00 7.212811386E+02 0.000000000E+00 2.485916267E-04 4.331091459E-01 2.347998810E-04 4.221925561E-05 4.151598483E-01 2.687735834E-01 1.570811204E-04 1.242501477E-02 
0L15 57700 337 34.4 8.112102732E-07 3.681431030E+00 1.320247034E+04 4.023085851E-04 4.404259877E+00 5.977250038E+02 0.000000000E+00 2.446006567E-04 4.266045395E-01 2.336139029E-04 4.172243694E-05 4.186446151E-01 2.653725011E-01 1.572221566E-04 1.169110643E-02 
0L16 58358 340 34.1 3.795805291E-06 4.091443622E+00 2.011367957E+04 4.956370972E-04 4.451606562E+00 5.509501074E+02 0.000000000E+00 2.425769897E-04 4.223672532E-01 2.332269433E-04 4.080527232E-05 4.142355053E-01 2.611336008E-01 1.562620520E-04 6.121079552E-03 
