5.000E-2 3.462E-6 3.459E-6 2.735E-9 4.379E-18 1.238E-81 1.644E-77 1.883E-274 5.505E-177
5.276E-2 6.795E-6 6.784E-6 1.058E-8 1.859E-17 2.451E-79 4.927E-76 1.714E-268 5.967E-174
5.552E-2 1.312E-5 1.308E-5 3.902E-8 7.685E-17 4.500E-77 1.428E-74 1.342E-262 6.088E-171
5.828E-2 2.491E-5 2.478E-5 1.370E-7 3.093E-16 7.654E-75 4.007E-73 9.031E-257 5.845E-168
6.104E-2 4.659E-5 4.614E-5 4.581E-7 1.212E-15 1.206E-72 1.088E-71 5.225E-251 5.281E-165
6.380E-2 8.590E-5 8.444E-5 1.459E-6 4.626E-15 1.762E-70 2.857E-70 2.599E-245 4.490E-162
6.656E-2 1.563E-4 1.519E-4 4.426E-6 1.719E-14 2.385E-68 7.260E-69 1.112E-239 3.593E-159
6.932E-2 2.814E-4 2.686E-4 1.279E-5 6.218E-14 2.991E-66 1.785E-67 4.088E-234 2.705E-156
7.208E-2 5.019E-4 4.667E-4 3.518E-5 2.190E-13 3.476E-64 4.247E-66 1.292E-228 1.917E-153
7.484E-2 8.894E-4 7.972E-4 9.219E-5 7.511E-13 3.744E-62 9.775E-65 3.512E-223 1.279E-150
7.760E-2 1.568E-3 1.338E-3 2.301E-4 2.508E-12 3.736E-60 2.177E-63 8.207E-218 8.024E-148
8.036E-2 2.755E-3 2.208E-3 5.470E-4 8.156E-12 3.455E-58 4.691E-62 1.649E-212 4.739E-145
8.312E-2 4.820E-3 3.581E-3 1.238E-3 2.582E-11 2.961E-56 9.782E-61 2.848E-207 2.634E-142
8.588E-2 8.379E-3 5.709E-3 2.670E-3 7.961E-11 2.351E-54 1.973E-59 4.229E-202 1.378E-139
8.864E-2 1.443E-2 8.944E-3 5.484E-3 2.389E-10 1.730E-52 3.852E-58 5.400E-197 6.783E-137
9.140E-2 2.450E-2 1.377E-2 1.073E-2 6.983E-10 1.180E-50 7.276E-57 5.927E-192 3.142E-134
9.416E-2 4.083E-2 2.085E-2 1.998E-2 1.987E-9 7.453E-49 1.330E-55 5.594E-187 1.370E-131
9.692E-2 6.646E-2 3.101E-2 3.545E-2 5.506E-9 4.364E-47 2.351E-54 4.539E-182 5.620E-129
9.968E-2 1.052E-1 4.534E-2 5.991E-2 1.485E-8 2.368E-45 4.022E-53 3.166E-177 2.170E-126
1.024E-1 1.616E-1 6.516E-2 9.642E-2 3.902E-8 1.190E-43 6.658E-52 1.899E-172 7.884E-124
1.052E-1 2.398E-1 9.203E-2 1.478E-1 9.980E-8 5.546E-42 1.066E-50 9.791E-168 2.696E-121
1.080E-1 3.435E-1 1.278E-1 2.158E-1 2.485E-7 2.394E-40 1.653E-49 4.341E-163 8.675E-119
1.107E-1 4.743E-1 1.743E-1 3.000E-1 6.026E-7 9.579E-39 2.478E-48 1.654E-158 2.627E-116
1.135E-1 6.311E-1 2.338E-1 3.973E-1 1.423E-6 3.551E-37 3.595E-47 5.421E-154 7.487E-114
1.162E-1 8.093E-1 3.082E-1 5.011E-1 3.271E-6 1.220E-35 5.046E-46 1.527E-149 2.008E-111
1.190E-1 1.001E+0 3.993E-1 6.019E-1 7.321E-6 3.883E-34 6.854E-45 3.699E-145 5.068E-109
1.218E-1 1.197E+0 5.085E-1 6.886E-1 1.596E-5 1.145E-32 9.007E-44 7.703E-141 1.204E-106
1.245E-1 1.387E+0 6.365E-1 7.504E-1 3.386E-5 3.131E-31 1.145E-42 1.379E-136 2.691E-104
1.273E-1 1.562E+0 7.830E-1 7.787E-1 6.997E-5 7.930E-30 1.409E-41 2.123E-132 5.660E-102
1.300E-1 1.716E+0 9.467E-1 7.697E-1 1.408E-4 1.861E-28 1.677E-40 2.810E-128 1.121E-99
1.328E-1 1.850E+0 1.125E+0 7.246E-1 2.757E-4 4.048E-27 1.932E-39 3.197E-124 2.088E-97
1.356E-1 1.964E+0 1.314E+0 6.496E-1 5.259E-4 8.159E-26 2.153E-38 3.127E-120 3.660E-95
1.383E-1 2.064E+0 1.509E+0 5.547E-1 9.767E-4 1.524E-24 2.322E-37 2.630E-116 6.039E-93
1.411E-1 2.155E+0 1.702E+0 4.512E-1 1.766E-3 2.637E-23 2.422E-36 1.902E-112 9.377E-91
1.438E-1 2.241E+0 1.888E+0 3.495E-1 3.110E-3 4.229E-22 2.445E-35 1.182E-108 1.370E-88
