N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 2.115400000E-05 1.886100000E-05 1.712800000E-05 1.575500000E-05 1.490700000E-05 1.387400000E-05 1.118300000E-05 4.135000000E-06 1.158200000E-05 1.233600000E-05 1.502300000E-05
1.600000000E+01 1.111320000E-04 1.016510000E-04 9.360400000E-05 8.612600000E-05 8.169800000E-05 8.099700000E-05 8.218100000E-05 8.806400000E-05 9.755300000E-05 1.101490000E-04 1.281860000E-04
1.700000000E+01 4.784170000E-04 4.386760000E-04 3.923270000E-04 3.955770000E-04 3.360900000E-04 3.205240000E-04 3.082260000E-04 3.156360000E-04 3.352960000E-04 3.640770000E-04 4.281230000E-04
1.549996187E+01 5.093900000E-05 4.595800000E-05 4.136500000E-05 3.940100000E-05 3.731300000E-05 3.717600000E-05 3.907100000E-05 4.257300000E-05 4.746800000E-05 5.283700000E-05 5.499700000E-05
1.649996187E+01 2.347630000E-04 2.151590000E-04 1.928070000E-04 1.778850000E-04 1.682160000E-04 1.604760000E-04 1.620250000E-04 1.699530000E-04 1.820870000E-04 2.043110000E-04 2.341880000E-04
1.674996808E+01 3.396510000E-04 3.112650000E-04 2.778610000E-04 2.559870000E-04 2.398880000E-04 2.258340000E-04 2.249610000E-04 2.330840000E-04 2.470800000E-04 2.744890000E-04 3.125710000E-04
1.624993176E+01 1.599560000E-04 1.464990000E-04 1.343450000E-04 1.224000000E-04 1.172360000E-04 1.149630000E-04 1.154810000E-04 1.225200000E-04 1.347170000E-04 1.505660000E-04 1.738990000E-04
1.574996808E+01 7.684100000E-05 6.884500000E-05 6.325200000E-05 5.868100000E-05 5.704300000E-05 5.609500000E-05 5.748500000E-05 6.210600000E-05 6.906900000E-05 7.935300000E-05 9.204200000E-05
1.524993176E+01 3.309000000E-05 2.946000000E-05 2.691600000E-05 2.549400000E-05 2.428700000E-05 2.444000000E-05 2.549200000E-05 2.643200000E-05 2.509400000E-05 1.695000000E-05 1.369600000E-05
