N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.414310000E-04 1.296710000E-04 1.227130000E-04 1.166590000E-04 1.048020000E-04 7.978500000E-05 1.410900000E-05 8.040500000E-05 8.754700000E-05 1.097200000E-04 1.533490000E-04
1.600000000E+01 4.643790000E-04 4.610830000E-04 4.753490000E-04 5.052640000E-04 5.230530000E-04 5.771160000E-04 6.547230000E-04 7.616660000E-04 8.877390000E-04 1.018142000E-03 1.157857000E-03
1.700000000E+01 1.390092000E-03 1.354756000E-03 1.352000000E-03 1.398560000E-03 1.549316000E-03 1.786085000E-03 2.071572000E-03 2.642511000E-03 2.971938000E-03 3.498458000E-03 4.274810000E-03
1.549996187E+01 2.803710000E-04 2.648990000E-04 2.587830000E-04 2.678910000E-04 2.688380000E-04 2.881190000E-04 3.166380000E-04 3.435860000E-04 3.503950000E-04 2.989310000E-04 1.195140000E-04
1.649996187E+01 7.506050000E-04 7.451040000E-04 7.489260000E-04 7.974570000E-04 8.930350000E-04 1.014715000E-03 1.195662000E-03 1.422363000E-03 1.672493000E-03 1.984296000E-03 2.331944000E-03
1.674996808E+01 1.013263000E-03 9.974490000E-04 1.010277000E-03 1.063179000E-03 1.170486000E-03 1.330915000E-03 1.575279000E-03 1.884330000E-03 2.227828000E-03 2.654919000E-03 3.136001000E-03
1.624993176E+01 5.773860000E-04 5.685150000E-04 5.833210000E-04 6.099850000E-04 6.780560000E-04 7.753560000E-04 8.925660000E-04 1.051766000E-03 1.243052000E-03 1.445208000E-03 1.682560000E-03
1.574996808E+01 3.731390000E-04 3.563870000E-04 3.619900000E-04 3.783730000E-04 4.052840000E-04 4.350210000E-04 4.669210000E-04 5.322350000E-04 6.003720000E-04 6.639220000E-04 6.832830000E-04
1.524993176E+01 2.040010000E-04 1.872680000E-04 1.819860000E-04 1.775340000E-04 1.817350000E-04 1.866690000E-04 1.842490000E-04 1.498740000E-04 4.258200000E-05 8.957000000E-05 9.790000000E-05
