T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 1.835771000E-03 2.530049000E-03 3.348125000E-03 4.197972000E-03 4.902973000E-03 5.680532000E-03 6.804604000E-03 8.408268000E-03 1.073943500E-02
295 1.702040000E-03 2.363805000E-03 3.232434000E-03 4.069140000E-03 5.037938000E-03 6.063898000E-03 7.510786000E-03 9.690366000E-03 1.250905200E-02
300 1.617211000E-03 2.322054000E-03 3.184212000E-03 4.253042000E-03 5.374094000E-03 6.722496000E-03 8.460689000E-03 1.107071200E-02 1.504031000E-02
305 1.547041000E-03 2.362028000E-03 3.448126000E-03 4.629040000E-03 5.845707000E-03 7.579589000E-03 9.964719000E-03 1.328562600E-02 1.804353000E-02
310 1.437781000E-03 2.465580000E-03 3.573863000E-03 4.962281000E-03 6.662295000E-03 8.880318000E-03 1.189982500E-02 1.605595400E-02 2.191978100E-02
315 1.086624000E-03 2.567763000E-03 3.918895000E-03 5.560905000E-03 7.737253000E-03 1.051649800E-02 1.413372300E-02 1.917223600E-02 2.648778300E-02
320 1.408820000E-04 2.538772000E-03 4.362442000E-03 6.392285000E-03 8.980538000E-03 1.238435900E-02 1.691975200E-02 2.297818800E-02 3.113783200E-02
325 1.036628000E-03 2.011434000E-03 4.746481000E-03 7.348980000E-03 1.053526500E-02 1.466127800E-02 2.009726700E-02 2.719597400E-02 3.650346400E-02
330 1.157898000E-03 4.148320000E-04 4.778757000E-03 8.285952000E-03 1.226744600E-02 1.722321700E-02 2.332677200E-02 3.131214000E-02 4.195802700E-02
335 1.484640000E-03 1.102678000E-03 3.883557000E-03 9.047746000E-03 1.394389200E-02 1.975153500E-02 2.698271900E-02 3.584498400E-02 4.959636500E-02
340 2.103004000E-03 1.241194000E-03 1.117596000E-03 9.029547000E-03 1.556147800E-02 2.248286000E-02 3.068669900E-02 4.031595200E-02 5.439051300E-02
