N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 6.138590000E-04 5.661270000E-04 5.341170000E-04 5.066540000E-04 4.670290000E-04 3.495450000E-04 4.012500000E-05 3.512210000E-04 3.906410000E-04 4.992700000E-04 7.065450000E-04
1.600000000E+01 1.779403000E-03 1.811372000E-03 1.933163000E-03 2.059595000E-03 2.248254000E-03 2.583484000E-03 2.975779000E-03 3.484691000E-03 4.063975000E-03 4.637716000E-03 5.213255000E-03
1.700000000E+01 4.061360000E-03 4.416147000E-03 5.076480000E-03 5.905358000E-03 7.117591000E-03 8.654732000E-03 1.032255300E-02 1.239682100E-02 1.467058900E-02 1.682212700E-02 1.973436200E-02
1.549996187E+01 1.167029000E-03 1.117122000E-03 1.113990000E-03 1.161594000E-03 1.190314000E-03 1.291568000E-03 1.428313000E-03 1.548348000E-03 1.557559000E-03 1.269175000E-03 3.693580000E-04
1.649996187E+01 2.540127000E-03 2.730932000E-03 2.951014000E-03 3.380759000E-03 3.982423000E-03 4.692946000E-03 5.626979000E-03 6.729126000E-03 7.887949000E-03 9.254771000E-03 1.070201500E-02
1.674996808E+01 3.169409000E-03 3.480252000E-03 3.950168000E-03 4.465553000E-03 5.306943000E-03 6.318654000E-03 7.635532000E-03 9.167739000E-03 1.074726100E-02 1.258041300E-02 1.450433300E-02
1.624993176E+01 2.091033000E-03 2.175923000E-03 2.353283000E-03 2.588909000E-03 2.988847000E-03 3.508925000E-03 4.111674000E-03 4.875740000E-03 5.758385000E-03 6.654332000E-03 7.658073000E-03
1.574996808E+01 1.496515000E-03 1.446568000E-03 1.528224000E-03 1.677004000E-03 1.862782000E-03 1.848500000E-03 2.109803000E-03 2.416736000E-03 2.722346000E-03 2.980564000E-03 2.991868000E-03
1.524993176E+01 8.623230000E-04 7.995620000E-04 7.784860000E-04 7.841190000E-04 8.107860000E-04 8.373990000E-04 8.231190000E-04 6.490290000E-04 1.286350000E-04 3.846940000E-04 4.307770000E-04
