N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.109947500E-02 1.133757600E-02 1.163616400E-02 1.188591800E-02
1.600000000E+01 1.761638400E-02 1.789134000E-02 1.648864500E-02 1.735029500E-02
1.700000000E+01 5.982713800E-02 5.930803900E-02 5.888221400E-02 5.946956100E-02
1.549996187E+01 -9.870512800E-02 -9.917433500E-02 -9.932306800E-02 -9.977991300E-02
1.649996187E+01 4.478511900E-02 4.585651000E-02 4.612533800E-02 4.617211400E-02
1.674996808E+01 5.488674500E-02 5.390961800E-02 5.468795200E-02 5.475090100E-02
1.624993176E+01 3.354067300E-02 3.402291600E-02 3.415589300E-02 3.255044100E-02
1.574996808E+01 -1.591412700E-02 -1.740148600E-02 -1.666112000E-02 -1.657762900E-02
1.524993176E+01 -6.010877500E-02 -5.046428500E-02 -3.909188800E-02 -2.701788800E-02
