N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 3.457152100E-02 3.213602600E-02 2.953680700E-02 2.693760100E-02
1.600000000E+01 -2.759382900E-02 -2.711904800E-02 -2.680977800E-02 -2.366172600E-02
1.700000000E+01 7.604823900E-02 7.420184700E-02 7.272279400E-02 7.236565600E-02
1.549996187E+01 -1.230382850E-01 -1.138090860E-01 -1.075594640E-01 -1.030536860E-01
1.649996187E+01 5.252009800E-02 5.328632600E-02 5.310266300E-02 5.265254500E-02
1.674996808E+01 6.907510900E-02 6.715973800E-02 6.692867900E-02 6.614679700E-02
1.624993176E+01 2.623072700E-02 2.687615800E-02 2.738172400E-02 2.627731000E-02
1.574996808E+01 -1.546227110E-01 -1.529933600E-01 -1.476317840E-01 -1.409681330E-01
1.524993176E+01 1.167641300E-02 1.078351400E-02 9.824009000E-03 8.903889000E-03
