d Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 1.500000000E+01 1.023690697E+00 1.006731638E+00 1.695905900E-02 1.023685018E+00 1.006729325E+00 1.695569300E-02 5.679000000E-06 2.313000000E-06
150 1.549996187E+01 1.223499207E+00 1.101395567E+00 1.221036400E-01 1.223488283E+00 1.101368586E+00 1.221196970E-01 1.092400000E-05 2.698100000E-05
150 1.600000000E+01 1.281519672E+00 1.133276123E+00 1.482435490E-01 1.281476367E+00 1.133223968E+00 1.482523990E-01 4.330500000E-05 5.215500000E-05
150 1.649996187E+01 1.317194424E+00 1.144213501E+00 1.729809230E-01 1.317026830E+00 1.144123710E+00 1.729031200E-01 1.675940000E-04 8.979100000E-05
150 1.700000000E+01 1.361442461E+00 1.155653776E+00 2.057886850E-01 1.360751604E+00 1.155475101E+00 2.052765030E-01 6.908570000E-04 1.786750000E-04
180 1.500000000E+01 1.023592475E+00 1.006642209E+00 1.695026600E-02 1.023587066E+00 1.006640128E+00 1.694693800E-02 5.409000000E-06 2.081000000E-06
180 1.549996187E+01 1.221901368E+00 1.097851379E+00 1.240499890E-01 1.221889651E+00 1.097822891E+00 1.240667600E-01 1.171700000E-05 2.848800000E-05
180 1.600000000E+01 1.281345906E+00 1.132873171E+00 1.484727350E-01 1.281303187E+00 1.132821095E+00 1.484820920E-01 4.271900000E-05 5.207600000E-05
180 1.649996187E+01 1.318040105E+00 1.145013559E+00 1.730265460E-01 1.317875089E+00 1.144923579E+00 1.729515100E-01 1.650160000E-04 8.998000000E-05
180 1.700000000E+01 1.361642426E+00 1.156262026E+00 2.053804000E-01 1.360957740E+00 1.156054095E+00 2.049036450E-01 6.846860000E-04 2.079310000E-04
210 1.500000000E+01 1.023686146E+00 1.006668439E+00 1.701770700E-02 1.023680875E+00 1.006666491E+00 1.701438400E-02 5.271000000E-06 1.948000000E-06
210 1.549996187E+01 1.221882756E+00 1.095787882E+00 1.260948740E-01 1.221870371E+00 1.095757602E+00 1.261127690E-01 1.238500000E-05 3.028000000E-05
210 1.600000000E+01 1.280969377E+00 1.132187802E+00 1.487815750E-01 1.280926833E+00 1.132135497E+00 1.487913360E-01 4.254400000E-05 5.230500000E-05
210 1.649996187E+01 1.317868897E+00 1.145010305E+00 1.728585920E-01 1.317704776E+00 1.144920101E+00 1.727846750E-01 1.641210000E-04 9.020400000E-05
210 1.700000000E+01 1.360597610E+00 1.155525649E+00 2.050719610E-01 1.359914619E+00 1.155329006E+00 2.045856130E-01 6.829910000E-04 1.966430000E-04
240 1.500000000E+01 1.023842474E+00 1.122157348E+00 -9.831487400E-02 1.023837289E+00 1.122144962E+00 -9.830767300E-02 5.185000000E-06 1.238600000E-05
240 1.549996187E+01 1.221010120E+00 1.223813281E+00 -2.803161000E-03 1.220997054E+00 1.223794239E+00 -2.797185000E-03 1.306600000E-05 1.904200000E-05
240 1.600000000E+01 1.280665602E+00 1.255380111E+00 2.528549100E-02 1.280623173E+00 1.255338872E+00 2.528430100E-02 4.242900000E-05 4.123900000E-05
240 1.649996187E+01 1.318076479E+00 1.274336161E+00 4.374031800E-02 1.317912665E+00 1.274247753E+00 4.366491200E-02 1.638140000E-04 8.840800000E-05
240 1.700000000E+01 1.360705541E+00 1.304807189E+00 5.589835200E-02 1.360019545E+00 1.304644552E+00 5.537499300E-02 6.859960000E-04 1.626370000E-04
