N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 6.130630900E-02 6.418293700E-02 6.275275300E-02 6.342249900E-02
1.016672606E+01 6.610068800E-02 7.094870700E-02 6.828735600E-02 6.923410000E-02
1.033324570E+01 6.959492600E-02 7.377738900E-02 7.205640600E-02 7.308728000E-02
1.049996187E+01 7.188746400E-02 7.520725400E-02 7.408733800E-02 7.499194300E-02
1.066670514E+01 7.309072600E-02 7.557673300E-02 7.452629500E-02 7.513496800E-02
1.083333839E+01 7.329296400E-02 7.479455600E-02 7.359955000E-02 7.383087800E-02
1.100000000E+01 7.263734100E-02 7.316766500E-02 7.161102300E-02 7.149336400E-02
1.116672606E+01 7.114167900E-02 7.079771200E-02 6.897870600E-02 6.859463700E-02
1.133324570E+01 6.897491100E-02 6.813416300E-02 6.618652400E-02 6.559613500E-02
1.149996187E+01 6.650597300E-02 6.539363500E-02 6.325002900E-02 6.287274400E-02
1.166670514E+01 6.406064100E-02 6.291009300E-02 6.087135900E-02 6.066624200E-02
1.183333839E+01 6.191988100E-02 6.092227600E-02 5.908578600E-02 5.908440400E-02
1.200000000E+01 6.029119100E-02 5.955172100E-02 5.794514800E-02 5.813158700E-02
1.216672606E+01 5.927422100E-02 5.881628200E-02 5.741613500E-02 5.774780900E-02
1.233324570E+01 5.887192400E-02 5.865945200E-02 5.741515100E-02 5.788781200E-02
1.249996187E+01 5.901574400E-02 5.898165300E-02 5.782274700E-02 5.835774500E-02
1.266670514E+01 5.959457400E-02 5.963820200E-02 5.845771100E-02 5.887099300E-02
1.283333839E+01 6.045427800E-02 6.051721900E-02 5.941791700E-02 5.983272800E-02
1.300000000E+01 6.149355500E-02 6.152701600E-02 6.043334700E-02 6.084401600E-02
