N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe
1.000000E+10 1.000E+17 340 3.800E-4 3.650987E+1 1.515290E+1 5.244670E-1 7.913450E+1
1.468000E+10 1.000E+17 340 3.800E-4 3.647275E+1 1.513480E+1 5.243920E-1 7.913220E+1
2.154000E+10 1.000E+17 340 3.800E-4 3.641928E+1 1.510890E+1 5.242830E-1 7.912920E+1
3.162000E+10 1.000E+17 340 3.800E-4 3.634302E+1 1.507200E+1 5.241280E-1 7.912470E+1
4.642000E+10 1.000E+17 340 3.800E-4 3.623558E+1 1.501990E+1 5.239080E-1 7.911830E+1
6.813000E+10 1.000E+17 340 3.800E-4 3.608679E+1 1.494780E+1 5.236010E-1 7.910950E+1
1.000000E+11 1.000E+17 340 3.800E-4 3.588534E+1 1.485020E+1 5.231820E-1 7.909750E+1
1.468000E+11 1.000E+17 340 3.800E-4 3.562045E+1 1.472190E+1 5.226240E-1 7.908140E+1
2.154000E+11 1.000E+17 340 3.800E-4 3.528430E+1 1.455890E+1 5.219010E-1 7.906060E+1
3.162000E+11 1.000E+17 340 3.800E-4 3.487445E+1 1.436010E+1 5.209960E-1 7.903440E+1
4.642000E+11 1.000E+17 340 3.800E-4 3.439479E+1 1.412700E+1 5.198920E-1 7.900280E+1
6.813000E+11 1.000E+17 340 3.800E-4 3.385365E+1 1.386310E+1 5.185370E-1 7.897230E+1
1.000000E+12 1.000E+17 340 3.800E-4 3.326011E+1 1.357240E+1 5.169790E-1 7.893300E+1
1.468000E+12 1.000E+17 340 3.800E-4 3.262068E+1 1.325200E+1 5.152090E-1 7.885060E+1
2.154000E+12 1.000E+17 340 3.800E-4 3.193840E+1 1.291490E+1 5.132110E-1 7.879210E+1
3.162000E+12 1.000E+17 340 3.800E-4 3.121388E+1 1.255590E+1 5.109620E-1 7.872500E+1
4.642000E+12 1.000E+17 340 3.800E-4 3.044676E+1 1.217480E+1 5.083700E-1 7.865770E+1
6.813000E+12 1.000E+17 340 3.800E-4 2.963668E+1 1.176620E+1 5.054620E-1 7.854470E+1
1.000000E+13 1.000E+17 340 3.800E-4 2.878371E+1 1.134110E+1 5.022720E-1 7.844570E+1
1.468000E+13 1.000E+17 340 3.800E-4 2.788867E+1 1.089650E+1 4.987220E-1 7.834320E+1
2.154000E+13 1.000E+17 340 3.800E-4 2.695321E+1 1.042830E+1 4.947840E-1 7.819640E+1
3.162000E+13 1.000E+17 340 3.800E-4 2.597998E+1 9.948300E+0 4.905700E-1 7.805670E+1
4.642000E+13 1.000E+17 340 3.800E-4 2.497261E+1 9.455400E+0 4.859010E-1 7.792370E+1
6.813000E+13 1.000E+17 340 3.800E-4 2.393578E+1 8.947500E+0 4.809800E-1 7.771860E+1
1.000000E+14 1.000E+17 340 3.800E-4 2.287512E+1 8.438000E+0 4.756320E-1 7.755450E+1
