Bo Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
1.500000000E+01 1.000000000E+01 1.033258579E+00 1.014103455E+00 1.915512400E-02 1.030494713E+00 1.012471675E+00 1.802303800E-02 2.763866000E-03 1.631780000E-03
1.500000000E+01 1.016672606E+01 1.033140915E+00 1.014098868E+00 1.904204700E-02 1.031208005E+00 1.012940970E+00 1.826703500E-02 1.932910000E-03 1.157898000E-03
1.500000000E+01 1.033324570E+01 1.032970096E+00 1.014092246E+00 1.887785000E-02 1.031631380E+00 1.013280162E+00 1.835121800E-02 1.338716000E-03 8.120840000E-04
1.500000000E+01 1.049996187E+01 1.032723373E+00 1.014082765E+00 1.864060800E-02 1.031803329E+00 1.013517928E+00 1.828540100E-02 9.200440000E-04 5.648370000E-04
1.500000000E+01 1.066670514E+01 1.032369673E+00 1.014069354E+00 1.830031900E-02 1.031741532E+00 1.013678713E+00 1.806281900E-02 6.281410000E-04 3.906410000E-04
1.500000000E+01 1.083333839E+01 1.031868114E+00 1.014050738E+00 1.781737600E-02 1.031441945E+00 1.013781553E+00 1.766039200E-02 4.261690000E-04 2.691850000E-04
1.500000000E+01 1.100000000E+01 1.031168088E+00 1.014025644E+00 1.714244400E-02 1.030880868E+00 1.013840523E+00 1.704034500E-02 2.872200000E-04 1.851210000E-04
1.500000000E+01 1.116672606E+01 1.030213334E+00 1.013993409E+00 1.621992500E-02 1.030021237E+00 1.013866167E+00 1.615507000E-02 1.920970000E-04 1.272420000E-04
1.500000000E+01 1.133324570E+01 1.028953888E+00 1.013955378E+00 1.499851000E-02 1.028826573E+00 1.013867831E+00 1.495874200E-02 1.273150000E-04 8.754700000E-05
1.500000000E+01 1.149996187E+01 1.027370648E+00 1.013917762E+00 1.345288600E-02 1.027287138E+00 1.013857350E+00 1.342978800E-02 8.351000000E-05 6.041200000E-05
1.500000000E+01 1.166670514E+01 1.025514200E+00 1.013896806E+00 1.161739400E-02 1.025459983E+00 1.013854879E+00 1.160510400E-02 5.421700000E-05 4.192700000E-05
1.500000000E+01 1.183333839E+01 1.023548161E+00 1.013926736E+00 9.621425000E-03 1.023513180E+00 1.013897349E+00 9.615831000E-03 3.498100000E-05 2.938700000E-05
1.500000000E+01 1.200000000E+01 1.021766531E+00 1.014069887E+00 7.696644000E-03 1.021743840E+00 1.014048950E+00 7.694890000E-03 2.269100000E-05 2.093700000E-05
1.500000000E+01 1.216672606E+01 1.020541268E+00 1.014424026E+00 6.117242000E-03 1.020526142E+00 1.014408730E+00 6.117412000E-03 1.512600000E-05 1.529600000E-05
1.500000000E+01 1.233324570E+01 1.020190854E+00 1.015119868E+00 5.070986000E-03 1.020180206E+00 1.015108286E+00 5.071920000E-03 1.064800000E-05 1.158200000E-05
1.500000000E+01 1.249996187E+01 1.020849614E+00 1.016301918E+00 4.547696000E-03 1.020841555E+00 1.016292745E+00 4.548810000E-03 8.059000000E-06 9.173000000E-06
1.500000000E+01 1.266670514E+01 1.022456538E+00 1.030381891E+00 -7.925353000E-03 1.022449995E+00 1.030373105E+00 -7.923110000E-03 6.543000000E-06 8.786000000E-06
1.500000000E+01 1.283333839E+01 1.024870089E+00 1.048559777E+00 -2.368968800E-02 1.024864497E+00 1.048547954E+00 -2.368345700E-02 5.592000000E-06 1.182300000E-05
1.500000000E+01 1.300000000E+01 1.027990533E+00 1.061403344E+00 -3.341281100E-02 1.027985600E+00 1.061390756E+00 -3.340515600E-02 4.933000000E-06 1.258800000E-05
1.524993176E+01 1.000000000E+01 1.014932309E+00 1.074486046E+00 -5.955373700E-02 1.013366343E+00 1.073845358E+00 -6.047901500E-02 1.565966000E-03 6.406880000E-04
1.524993176E+01 1.016672606E+01 1.014894370E+00 1.074934138E+00 -6.003976800E-02 1.013789057E+00 1.074519306E+00 -6.073024900E-02 1.105313000E-03 4.148320000E-04
1.524993176E+01 1.033324570E+01 1.014839650E+00 1.075587161E+00 -6.074751100E-02 1.014068256E+00 1.075313165E+00 -6.124490900E-02 7.713940000E-04 2.739960000E-04
1.524993176E+01 1.049996187E+01 1.014761375E+00 1.076535715E+00 -6.177434000E-02 1.014227548E+00 1.076350446E+00 -6.212289800E-02 5.338270000E-04 1.852690000E-04
1.524993176E+01 1.066670514E+01 1.014650755E+00 1.077906844E+00 -6.325608900E-02 1.014283681E+00 1.077778209E+00 -6.349452800E-02 3.670740000E-04 1.286350000E-04
1.524993176E+01 1.083333839E+01 1.014497194E+00 1.079874801E+00 -6.537760700E-02 1.014246028E+00 1.079782757E+00 -6.553672900E-02 2.511660000E-04 9.204400000E-05
1.524993176E+01 1.100000000E+01 1.014289601E+00 1.082670428E+00 -6.838082700E-02 1.014118407E+00 1.082602220E+00 -6.848381300E-02 1.711940000E-04 6.820800000E-05
1.524993176E+01 1.116672606E+01 1.014019876E+00 1.086583005E+00 -7.256312900E-02 1.013903517E+00 1.086530337E+00 -7.262682000E-02 1.163590000E-04 5.266800000E-05
1.524993176E+01 1.133324570E+01 1.013689969E+00 1.091942503E+00 -7.825253400E-02 1.013610970E+00 1.091899921E+00 -7.828895100E-02 7.899900000E-05 4.258200000E-05
1.524993176E+01 1.149996187E+01 1.013323371E+00 1.099063551E+00 -8.574018000E-02 1.013269622E+00 1.099027349E+00 -8.575772700E-02 5.374900000E-05 3.620200000E-05
1.524993176E+01 1.166670514E+01 1.012979161E+00 1.108130469E+00 -9.515130800E-02 1.012942285E+00 1.108098215E+00 -9.515593000E-02 3.687600000E-05 3.225400000E-05
1.524993176E+01 1.183333839E+01 1.012761213E+00 1.119025832E+00 -1.062646190E-01 1.012735430E+00 1.118995963E+00 -1.062605330E-01 2.578300000E-05 2.986900000E-05
1.524993176E+01 1.200000000E+01 1.012810231E+00 1.131168188E+00 -1.183579570E-01 1.012791589E+00 1.131139917E+00 -1.183483280E-01 1.864200000E-05 2.827100000E-05
1.524993176E+01 1.216672606E+01 1.013272248E+00 1.143515078E+00 -1.302428300E-01 1.013258098E+00 1.143488240E+00 -1.302301420E-01 1.415000000E-05 2.683800000E-05
1.524993176E+01 1.233324570E+01 1.014255954E+00 1.154856927E+00 -1.406009730E-01 1.014244582E+00 1.154831833E+00 -1.405872510E-01 1.137200000E-05 2.509400000E-05
1.524993176E+01 1.249996187E+01 1.015809889E+00 1.164324250E+00 -1.485143610E-01 1.015800238E+00 1.164301355E+00 -1.485011170E-01 9.651000000E-06 2.289500000E-05
1.524993176E+01 1.266670514E+01 1.037880367E+00 1.171706290E+00 -1.338259230E-01 1.037878455E+00 1.171685949E+00 -1.338074940E-01 1.912000000E-06 2.034100000E-05
1.524993176E+01 1.283333839E+01 1.060132800E+00 1.177332676E+00 -1.171998760E-01 1.060127537E+00 1.177314953E+00 -1.171874160E-01 5.263000000E-06 1.772300000E-05
1.524993176E+01 1.300000000E+01 1.078429986E+00 1.181705746E+00 -1.032757600E-01 1.078423466E+00 1.181690451E+00 -1.032669850E-01 6.520000000E-06 1.529500000E-05
1.549996187E+01 1.000000000E+01 1.009604306E+00 1.185150195E+00 -1.755458890E-01 1.008156884E+00 1.178249536E+00 -1.700926520E-01 1.447422000E-03 6.900659000E-03
1.549996187E+01 1.016672606E+01 1.009603571E+00 1.185303513E+00 -1.756999420E-01 1.008560460E+00 1.180524756E+00 -1.719642960E-01 1.043111000E-03 4.778757000E-03
1.549996187E+01 1.033324570E+01 1.009602850E+00 1.185526477E+00 -1.759236270E-01 1.008862117E+00 1.182230557E+00 -1.733684400E-01 7.407330000E-04 3.295920000E-03
1.549996187E+01 1.049996187E+01 1.009602545E+00 1.185849378E+00 -1.762468330E-01 1.009081902E+00 1.183582082E+00 -1.745001800E-01 5.206430000E-04 2.267296000E-03
1.549996187E+01 1.066670514E+01 1.009603658E+00 1.186314133E+00 -1.767104750E-01 1.009240053E+00 1.184756574E+00 -1.755165210E-01 3.636050000E-04 1.557559000E-03
1.549996187E+01 1.083333839E+01 1.009608473E+00 1.186977124E+00 -1.773686510E-01 1.009355309E+00 1.185907399E+00 -1.765520900E-01 2.531640000E-04 1.069725000E-03
1.549996187E+01 1.100000000E+01 1.009621865E+00 1.187910986E+00 -1.782891210E-01 1.009445557E+00 1.187175628E+00 -1.777300710E-01 1.763080000E-04 7.353580000E-04
1.549996187E+01 1.116672606E+01 1.009653647E+00 1.189202927E+00 -1.795492800E-01 1.009530393E+00 1.188696295E+00 -1.791659020E-01 1.232540000E-04 5.066320000E-04
1.549996187E+01 1.133324570E+01 1.009722368E+00 1.190946120E+00 -1.812237520E-01 1.009635484E+00 1.190595725E+00 -1.809602410E-01 8.688400000E-05 3.503950000E-04
1.549996187E+01 1.149996187E+01 1.013142540E+00 1.193219744E+00 -1.800772040E-01 1.013286148E+00 1.192975965E+00 -1.796898170E-01 -1.436080000E-04 2.437790000E-04
1.549996187E+01 1.166670514E+01 1.042753075E+00 1.196056687E+00 -1.533036120E-01 1.042837659E+00 1.195885636E+00 -1.530479770E-01 -8.458400000E-05 1.710510000E-04
1.549996187E+01 1.183333839E+01 1.074704451E+00 1.199407531E+00 -1.247030800E-01 1.074747037E+00 1.199286162E+00 -1.245391250E-01 -4.258600000E-05 1.213690000E-04
1.549996187E+01 1.200000000E+01 1.105763845E+00 1.203124681E+00 -9.736083600E-02 1.105778085E+00 1.203037371E+00 -9.725928600E-02 -1.424000000E-05 8.731000000E-05
1.549996187E+01 1.216672606E+01 1.132886816E+00 1.206993028E+00 -7.410621200E-02 1.132883968E+00 1.206929204E+00 -7.404523600E-02 2.848000000E-06 6.382400000E-05
1.549996187E+01 1.233324570E+01 1.154627879E+00 1.210804253E+00 -5.617637400E-02 1.154616579E+00 1.210756785E+00 -5.614020600E-02 1.130000000E-05 4.746800000E-05
1.549996187E+01 1.249996187E+01 1.171365623E+00 1.214425432E+00 -4.305980900E-02 1.171351473E+00 1.214389456E+00 -4.303798300E-02 1.415000000E-05 3.597600000E-05
1.549996187E+01 1.266670514E+01 1.184393484E+00 1.217814118E+00 -3.342063400E-02 1.184379438E+00 1.217786279E+00 -3.340684100E-02 1.404600000E-05 2.783900000E-05
1.549996187E+01 1.283333839E+01 1.194925199E+00 1.220980115E+00 -2.605491600E-02 1.194912448E+00 1.220958082E+00 -2.604563400E-02 1.275100000E-05 2.203300000E-05
1.549996187E+01 1.300000000E+01 1.203742926E+00 1.223956605E+00 -2.021367900E-02 1.203731749E+00 1.223938776E+00 -2.020702700E-02 1.117700000E-05 1.782900000E-05
1.574996808E+01 1.000000000E+01 1.129296414E+00 1.213837463E+00 -8.454104900E-02 1.124871784E+00 1.201953903E+00 -7.708211900E-02 4.424630000E-03 1.188356000E-02
1.574996808E+01 1.016672606E+01 1.130281310E+00 1.213925251E+00 -8.364394100E-02 1.127275163E+00 1.205639299E+00 -7.836413600E-02 3.006147000E-03 8.285952000E-03
1.574996808E+01 1.033324570E+01 1.131704631E+00 1.214053041E+00 -8.234841000E-02 1.129662201E+00 1.208311713E+00 -7.864951200E-02 2.042430000E-03 5.741328000E-03
1.574996808E+01 1.049996187E+01 1.133746938E+00 1.214238344E+00 -8.049140600E-02 1.132356901E+00 1.210278474E+00 -7.792157300E-02 1.390037000E-03 3.959870000E-03
1.574996808E+01 1.066670514E+01 1.136647081E+00 1.214505622E+00 -7.785854100E-02 1.135698137E+00 1.211783276E+00 -7.608513900E-02 9.489440000E-04 2.722346000E-03
1.574996808E+01 1.083333839E+01 1.140704212E+00 1.214888105E+00 -7.418389300E-02 1.140053324E+00 1.213020600E+00 -7.296727600E-02 6.508880000E-04 1.867505000E-03
1.574996808E+01 1.100000000E+01 1.146259807E+00 1.215429474E+00 -6.916966700E-02 1.145810080E+00 1.214149973E+00 -6.833989300E-02 4.497270000E-04 1.279501000E-03
1.574996808E+01 1.116672606E+01 1.153641391E+00 1.216184123E+00 -6.254273200E-02 1.153327089E+00 1.215307854E+00 -6.198076500E-02 3.143020000E-04 8.762690000E-04
1.574996808E+01 1.133324570E+01 1.163049448E+00 1.217214550E+00 -5.416510200E-02 1.162825947E+00 1.216614178E+00 -5.378823100E-02 2.235010000E-04 6.003720000E-04
1.574996808E+01 1.149996187E+01 1.174391797E+00 1.218583956E+00 -4.419215900E-02 1.174228959E+00 1.218172009E+00 -4.394305000E-02 1.628380000E-04 4.119470000E-04
1.574996808E+01 1.166670514E+01 1.187131948E+00 1.220342991E+00 -3.321104300E-02 1.187009784E+00 1.220059533E+00 -3.304974900E-02 1.221640000E-04 2.834580000E-04
1.574996808E+01 1.183333839E+01 1.200293981E+00 1.222513145E+00 -2.221916400E-02 1.200199752E+00 1.222317151E+00 -2.211739900E-02 9.422900000E-05 1.959940000E-04
1.574996808E+01 1.200000000E+01 1.212743358E+00 1.225072632E+00 -1.232927400E-02 1.212669305E+00 1.224936070E+00 -1.226676500E-02 7.405300000E-05 1.365620000E-04
1.574996808E+01 1.216672606E+01 1.223639618E+00 1.227953515E+00 -4.313897000E-03 1.223581073E+00 1.227857228E+00 -4.276155000E-03 5.854500000E-05 9.628700000E-05
1.574996808E+01 1.233324570E+01 1.232723675E+00 1.231053638E+00 1.670037000E-03 1.232677506E+00 1.230984569E+00 1.692937000E-03 4.616900000E-05 6.906900000E-05
1.574996808E+01 1.249996187E+01 1.240224402E+00 1.234260540E+00 5.963862000E-03 1.240188091E+00 1.234209851E+00 5.978240000E-03 3.631100000E-05 5.068900000E-05
1.574996808E+01 1.266670514E+01 1.246549590E+00 1.237479271E+00 9.070319000E-03 1.246520913E+00 1.237441013E+00 9.079900000E-03 2.867700000E-05 3.825800000E-05
1.574996808E+01 1.283333839E+01 1.252054019E+00 1.240653685E+00 1.140033400E-02 1.252031121E+00 1.240623938E+00 1.140718300E-02 2.289800000E-05 2.974700000E-05
1.574996808E+01 1.300000000E+01 1.256980422E+00 1.243773266E+00 1.320715600E-02 1.256961836E+00 1.243749445E+00 1.321239100E-02 1.858600000E-05 2.382100000E-05
1.600000000E+01 1.000000000E+01 1.221223790E+00 1.223473275E+00 -2.249485000E-03 1.206279320E+00 1.205992421E+00 2.868990000E-04 1.494447000E-02 1.748085400E-02
1.600000000E+01 1.016672606E+01 1.221636499E+00 1.223588213E+00 -1.951714000E-03 1.211212624E+00 1.211320767E+00 -1.081430000E-04 1.042387500E-02 1.226744600E-02
1.600000000E+01 1.033324570E+01 1.222232233E+00 1.223755347E+00 -1.523114000E-03 1.215013237E+00 1.215217954E+00 -2.047170000E-04 7.218996000E-03 8.537393000E-03
1.600000000E+01 1.049996187E+01 1.223085601E+00 1.223997455E+00 -9.118540000E-04 1.218112431E+00 1.218093232E+00 1.919900000E-05 4.973170000E-03 5.904223000E-03
1.600000000E+01 1.066670514E+01 1.224294708E+00 1.224346039E+00 -5.133100000E-05 1.220881930E+00 1.220282064E+00 5.998660000E-04 3.412778000E-03 4.063975000E-03
1.600000000E+01 1.083333839E+01 1.225981407E+00 1.224843656E+00 1.137751000E-03 1.223645829E+00 1.222056241E+00 1.589588000E-03 2.335578000E-03 2.787415000E-03
1.600000000E+01 1.100000000E+01 1.228283248E+00 1.225545479E+00 2.737769000E-03 1.226687611E+00 1.223638665E+00 3.048946000E-03 1.595637000E-03 1.906814000E-03
1.600000000E+01 1.116672606E+01 1.231331365E+00 1.226518924E+00 4.812441000E-03 1.230241820E+00 1.225217044E+00 5.024776000E-03 1.089545000E-03 1.301880000E-03
1.600000000E+01 1.133324570E+01 1.235208534E+00 1.227838739E+00 7.369795000E-03 1.234463724E+00 1.226951000E+00 7.512724000E-03 7.448100000E-04 8.877390000E-04
1.600000000E+01 1.149996187E+01 1.239893152E+00 1.229575578E+00 1.031757400E-02 1.239382231E+00 1.228970448E+00 1.041178300E-02 5.109210000E-04 6.051300000E-04
1.600000000E+01 1.166670514E+01 1.245215270E+00 1.231776639E+00 1.343863100E-02 1.244862511E+00 1.231363689E+00 1.349882200E-02 3.527590000E-04 4.129500000E-04
1.600000000E+01 1.183333839E+01 1.250868635E+00 1.234443000E+00 1.642563500E-02 1.250622680E+00 1.234160153E+00 1.646252700E-02 2.459550000E-04 2.828470000E-04
1.600000000E+01 1.200000000E+01 1.256502330E+00 1.237514015E+00 1.898831500E-02 1.256328668E+00 1.237318778E+00 1.900989000E-02 1.736620000E-04 1.952370000E-04
1.600000000E+01 1.216672606E+01 1.261847197E+00 1.240872496E+00 2.097470100E-02 1.261722668E+00 1.240735894E+00 2.098677400E-02 1.245290000E-04 1.366020000E-04
1.600000000E+01 1.233324570E+01 1.266786117E+00 1.244374939E+00 2.241117800E-02 1.266695147E+00 1.244277386E+00 2.241776100E-02 9.097000000E-05 9.755300000E-05
1.600000000E+01 1.249996187E+01 1.271329833E+00 1.247894415E+00 2.343541800E-02 1.271261860E+00 1.247822862E+00 2.343899800E-02 6.797300000E-05 7.155300000E-05
1.600000000E+01 1.266670514E+01 1.275549427E+00 1.251353556E+00 2.419587100E-02 1.275497270E+00 1.251299416E+00 2.419785400E-02 5.215700000E-05 5.414000000E-05
1.600000000E+01 1.283333839E+01 1.279528363E+00 1.254733407E+00 2.479495600E-02 1.279487216E+00 1.254691126E+00 2.479609000E-02 4.114700000E-05 4.228100000E-05
1.600000000E+01 1.300000000E+01 1.283346473E+00 1.258060601E+00 2.528587200E-02 1.283313136E+00 1.258026602E+00 2.528653400E-02 3.333700000E-05 3.399900000E-05
1.624993176E+01 1.000000000E+01 1.263752235E+00 1.225364728E+00 3.838750700E-02 1.236390584E+00 1.201014530E+00 3.537605400E-02 2.736165100E-02 2.435019800E-02
1.624993176E+01 1.016672606E+01 1.263955245E+00 1.225574698E+00 3.838054700E-02 1.244545456E+00 1.208351481E+00 3.619397500E-02 1.940978900E-02 1.722321700E-02
