N x
1.6082019E+0 1.1479413E+21
1.5950021E+0 1.1453856E+21
1.5816326E+0 1.1361274E+21
1.5679890E+0 1.1485053E+21
1.5546833E+0 1.1625962E+21
1.5411335E+0 1.1554724E+21
1.5274253E+0 1.1485195E+21
1.5134635E+0 1.1434076E+21
1.4993765E+0 1.1381624E+21
1.4850193E+0 1.1407876E+21
1.4707265E+0 1.1523531E+21
1.4563801E+0 1.1495154E+21
1.4417313E+0 1.1285146E+21
1.4265427E+0 1.1299447E+21
1.4116229E+0 1.1490488E+21
1.3966183E+0 1.1332194E+21
1.3809481E+0 1.1223683E+21
1.3653032E+0 1.1418516E+21
1.3498161E+0 1.1317647E+21
1.3335220E+0 1.1241651E+21
1.3174415E+0 1.1392931E+21
1.3011825E+0 1.1212060E+21
1.2841622E+0 1.1145551E+21
1.2672726E+0 1.1175075E+21
1.2498826E+0 1.0562406E+21
1.2304776E+0 1.0710969E+21
1.2130856E+0 1.1205356E+21
1.1947569E+0 1.1044830E+21
1.1763019E+0 1.1171711E+21
1.1578220E+0 1.1183758E+21
1.1388097E+0 1.0923019E+21
1.1187856E+0 1.0825430E+21
1.0987338E+0 1.0978018E+21
1.0785434E+0 1.0863979E+21
1.0572901E+0 1.0814236E+21
1.0360943E+0 1.0769431E+21
1.0137675E+0 1.0627763E+21
9.9103582E-1 1.0596431E+21
9.6753033E-1 1.0534552E+21
9.4340040E-1 1.0560278E+21
9.1879909E-1 1.0594631E+21
