fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
UGL050 13:24:50 311.6 37.21 1.000E+000 8.099E-001 3.286E-007 1.000E+019 2.647E+000 3.971E-008 1.643E-005 9.854E-002 1.643E-005 5.412E-007 3.344E-001 5.630E-002 9.596E-006 8.707E-002 
UGL055 13:21:18 311.7 37.2 1.000E+000 7.240E-001 3.472E-007 1.000E+019 2.612E+000 4.157E-008 2.251E-005 1.174E-001 2.251E-005 9.319E-007 3.526E-001 6.870E-002 1.355E-005 4.604E-003 
UGL060 13:17:34 311.7 37.2 1.000E+000 7.399E-001 3.083E-007 1.000E+019 2.638E+000 3.998E-008 3.084E-005 1.356E-001 3.084E-005 1.538E-006 3.678E-001 8.070E-002 1.903E-005 4.263E-003 
UGL065 13:13:08 311.7 37.2 1.000E+000 6.962E-001 3.365E-007 1.000E+019 2.640E+000 4.018E-008 3.955E-005 1.520E-001 3.955E-005 2.298E-006 3.823E-001 9.190E-002 2.498E-005 6.972E-003 
UGL070 13:09:54 311.8 37.18 1.000E+000 6.970E-001 3.344E-007 1.000E+019 2.638E+000 3.983E-008 4.995E-005 1.663E-001 4.994E-005 3.280E-006 3.951E-001 1.019E-001 3.216E-005 1.599E-002 
UGL075 13:06:18 311.9 37.17 1.000E+000 7.056E-001 3.260E-007 1.000E+019 2.641E+000 3.973E-008 6.206E-005 1.804E-001 6.206E-005 4.562E-006 4.074E-001 1.120E-001 4.070E-005 1.706E-002 
UGL080 13:03:32 311.8 37.18 1.000E+000 8.098E-001 3.286E-007 1.000E+019 2.644E+000 3.933E-008 7.527E-005 1.936E-001 7.527E-005 6.107E-006 4.190E-001 1.216E-001 5.018E-005 1.299E-002 
UGL085 13:00:20 311.7 37.2 1.000E+000 6.927E-001 3.327E-007 1.000E+019 2.658E+000 3.877E-008 8.991E-005 2.064E-001 8.991E-005 7.970E-006 4.295E-001 1.310E-001 6.079E-005 1.040E+000 
UGL090 12:57:20 311.8 37.18 1.000E+000 6.870E-001 3.380E-007 1.000E+019 2.617E+000 4.084E-008 1.056E-004 2.172E-001 1.056E-004 1.014E-005 4.420E-001 1.396E-001 7.259E-005 7.304E-002 
UGL095 12:54:30 311.8 37.18 1.000E+000 6.950E-001 3.443E-007 1.000E+019 2.609E+000 4.121E-008 1.230E-004 2.274E-001 1.230E-004 1.264E-005 4.520E-001 1.476E-001 8.559E-005 5.828E-001 
UGL100 12:51:44 311.9 37.17 1.000E+000 6.867E-001 3.362E-007 1.000E+019 2.620E+000 4.055E-008 1.407E-004 2.359E-001 1.407E-004 1.523E-005 4.591E-001 1.542E-001 9.872E-005 1.917E-002 
UGL105 12:48:24 311.8 37.18 1.000E+000 7.069E-001 3.227E-007 1.000E+019 2.658E+000 3.897E-008 1.611E-004 2.460E-001 1.611E-004 1.849E-005 4.663E-001 1.620E-001 1.140E-004 9.753E-003 
UGL110 12:45:36 311.9 37.17 1.000E+000 5.863E-001 3.464E-007 1.000E+019 2.637E+000 4.015E-008 1.819E-004 2.538E-001 1.819E-004 2.194E-005 4.753E-001 1.686E-001 1.301E-004 1.871E-002 
