T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 TDD11 TDD111 d N_B
330 001_330 35.134 4.117970E-1 3.558580E-1 7.592710E+1 2.225290E+1 3.389750E-1 3.282383E-1 5.000000E-1 1.000000E+10 1.000000E+10 1.000000E+10 1.000000E+10 3.800E-4 3.162E+16
330 002_330 35.134 4.112330E-1 3.534494E-1 7.590200E+1 2.206480E+1 3.384280E-1 3.259886E-1 5.000000E-1 1.468000E+10 1.468000E+10 1.468000E+10 1.468000E+10 3.800E-4 3.162E+16
330 003_330 35.134 4.104550E-1 3.501131E-1 7.586700E+1 2.180510E+1 3.377050E-1 3.228413E-1 5.000000E-1 2.154000E+10 2.154000E+10 2.154000E+10 2.154000E+10 3.800E-4 3.162E+16
330 004_330 35.134 4.093750E-1 3.455948E-1 7.582480E+1 2.145510E+1 3.367090E-1 3.185994E-1 5.000000E-1 3.162000E+10 3.162000E+10 3.162000E+10 3.162000E+10 3.800E-4 3.162E+16
330 005_330 35.134 4.079370E-1 3.396506E-1 7.577270E+1 2.099760E+1 3.354000E-1 3.130221E-1 5.000000E-1 4.642000E+10 4.642000E+10 4.642000E+10 4.642000E+10 3.800E-4 3.162E+16
330 006_330 35.134 4.061320E-1 3.321012E-1 7.570220E+1 2.042100E+1 3.337400E-1 3.059405E-1 5.000000E-1 6.813000E+10 6.813000E+10 6.813000E+10 6.813000E+10 3.800E-4 3.162E+16
330 007_330 35.134 4.039460E-1 3.228853E-1 7.560980E+1 1.972340E+1 3.317090E-1 2.972985E-1 5.000000E-1 1.000000E+11 1.000000E+11 1.000000E+11 1.000000E+11 3.800E-4 3.162E+16
330 008_330 35.134 4.013870E-1 3.120791E-1 7.549390E+1 1.891340E+1 3.293070E-1 2.871696E-1 5.000000E-1 1.468000E+11 1.468000E+11 1.468000E+11 1.468000E+11 3.800E-4 3.162E+16
330 009_330 35.134 3.983840E-1 2.998543E-1 7.536890E+1 1.800670E+1 3.265330E-1 2.757254E-1 5.000000E-1 2.154000E+11 2.154000E+11 2.154000E+11 2.154000E+11 3.800E-4 3.162E+16
330 010_330 35.134 3.949770E-1 2.863935E-1 7.522750E+1 1.701930E+1 3.234080E-1 2.631241E-1 5.000000E-1 3.162000E+11 3.162000E+11 3.162000E+11 3.162000E+11 3.800E-4 3.162E+16
330 011_330 35.134 3.912320E-1 2.718251E-1 7.505230E+1 1.596320E+1 3.198930E-1 2.495077E-1 5.000000E-1 4.642000E+11 4.642000E+11 4.642000E+11 4.642000E+11 3.800E-4 3.162E+16
330 012_330 35.134 3.869670E-1 2.562277E-1 7.486950E+1 1.484690E+1 3.159860E-1 2.349287E-1 5.000000E-1 6.813000E+11 6.813000E+11 6.813000E+11 6.813000E+11 3.800E-4 3.162E+16
330 013_330 35.134 3.822830E-1 2.396909E-1 7.464950E+1 1.368030E+1 3.116310E-1 2.194944E-1 5.000000E-1 1.000000E+12 1.000000E+12 1.000000E+12 1.000000E+12 3.800E-4 3.162E+16
330 014_330 35.134 3.770620E-1 2.223729E-1 7.440790E+1 1.247800E+1 3.068260E-1 2.033392E-1 5.000000E-1 1.468000E+12 1.468000E+12 1.468000E+12 1.468000E+12 3.800E-4 3.162E+16
330 015_330 35.134 3.713810E-1 2.045153E-1 7.412380E+1 1.125990E+1 3.015530E-1 1.866982E-1 5.000000E-1 2.154000E+12 2.154000E+12 2.154000E+12 2.154000E+12 3.800E-4 3.162E+16
330 016_330 35.134 3.651150E-1 1.864200E-1 7.381960E+1 1.004900E+1 2.957910E-1 1.698670E-1 5.000000E-1 3.162000E+12 3.162000E+12 3.162000E+12 3.162000E+12 3.800E-4 3.162E+16
330 017_330 35.134 3.584170E-1 1.684156E-1 7.346300E+1 8.868900E+0 2.896000E-1 1.531236E-1 5.000000E-1 4.642000E+12 4.642000E+12 4.642000E+12 4.642000E+12 3.800E-4 3.162E+16
330 018_330 35.134 3.512240E-1 1.508263E-1 7.306640E+1 7.741200E+0 2.829390E-1 1.367997E-1 5.000000E-1 6.813000E+12 6.813000E+12 6.813000E+12 6.813000E+12 3.800E-4 3.162E+16
330 019_330 35.134 3.435170E-1 1.339469E-1 7.263350E+1 6.684200E+0 2.758690E-1 1.211476E-1 5.000000E-1 1.000000E+13 1.000000E+13 1.000000E+13 1.000000E+13 3.800E-4 3.162E+16
330 020_330 35.134 3.353950E-1 1.180241E-1 7.214280E+1 5.711500E+0 2.683890E-1 1.064035E-1 5.000000E-1 1.468000E+13 1.468000E+13 1.468000E+13 1.468000E+13 3.800E-4 3.162E+16
330 021_330 35.134 3.268720E-1 1.032447E-1 7.158810E+1 4.831900E+0 2.605180E-1 9.273623E-2 5.000000E-1 2.154000E+13 2.154000E+13 2.154000E+13 2.154000E+13 3.800E-4 3.162E+16
330 022_330 35.134 3.179600E-1 8.973150E-2 7.096150E+1 4.049200E+0 2.522560E-1 8.026003E-2 5.000000E-1 3.162000E+13 3.162000E+13 3.162000E+13 3.162000E+13 3.800E-4 3.162E+16
330 023_330 35.134 3.086640E-1 7.754308E-2 7.025150E+1 3.362900E+0 2.436430E-1 6.901296E-2 5.000000E-1 4.642000E+13 4.642000E+13 4.642000E+13 4.642000E+13 3.800E-4 3.162E+16
