Ytrue Ypred RelError Label
1.780000e+11 1.253706e+12 6.043294e+00 SC2973
2.150000e+11 1.114212e+12 4.182383e+00 SC312v2
2.670000e+11 1.207344e+12 3.521889e+00 SC312v6
7.090000e+12 1.615630e+12 7.721255e-01 SC3132v3
3.870000e+12 2.578293e+12 3.337743e-01 SC3132v5
1.910000e+12 1.808611e+12 5.308347e-02 SC3152v1
3.100000e+12 2.366590e+12 2.365839e-01 SC3152v3
3.630000e+11 1.157427e+12 2.188504e+00 SC320v10
4.500000e+11 1.398065e+12 2.106812e+00 SC320v7
1.940000e+11 1.405848e+12 6.246640e+00 SC3252v1
1.170000e+11 1.277945e+12 9.922606e+00 SC3383v1
9.310000e+11 1.628280e+12 7.489586e-01 SC3383v2
8.780000e+12 2.229283e+12 7.460953e-01 SC3411v10
7.570000e+12 3.064624e+12 5.951619e-01 SC3411v9
7.170000e+11 1.362221e+12 8.998901e-01 SC342v1
5.310000e+12 1.889359e+12 6.441886e-01 SC3491v2
7.230000e+12 1.969931e+12 7.275338e-01 SC3492v1
1.630000e+13 2.088920e+12 8.718454e-01 SC3501v6
1.600000e+13 2.290971e+12 8.568143e-01 SC3501v9
9.880000e+12 2.185123e+12 7.788337e-01 SC3502v10
1.520000e+13 2.145206e+12 8.588680e-01 SC3502v8
1.440000e+13 2.375856e+12 8.350100e-01 SC3503
1.490000e+12 2.444285e+12 6.404594e-01 SC3753v2
3.000000e+12 1.608247e+12 4.639177e-01 SC3753v5
3.200000e+12 2.060137e+12 3.562073e-01 SC3753v7
4.480000e+12 1.861934e+12 5.843896e-01 SC4023v2
7.210000e+12 1.857024e+12 7.424377e-01 SC4023v3
2.070000e+12 1.811004e+12 1.251189e-01 SC4023v5
