Ytrue Ypred RelError Label
1.780000e+11 1.913438e+12 9.749653e+00 SC2973
2.150000e+11 1.550196e+12 6.210216e+00 SC312v2
2.670000e+11 1.867905e+12 5.995897e+00 SC312v6
7.090000e+12 2.156784e+12 6.957991e-01 SC3132v3
3.870000e+12 2.503185e+12 3.531823e-01 SC3132v5
1.910000e+12 1.977824e+12 3.551011e-02 SC3152v1
3.100000e+12 2.299058e+12 2.583683e-01 SC3152v3
3.630000e+11 1.657004e+12 3.564751e+00 SC320v10
4.500000e+11 1.652619e+12 2.672488e+00 SC320v7
1.940000e+11 1.771705e+12 8.132500e+00 SC3252v1
1.170000e+11 1.434576e+12 1.126133e+01 SC3383v1
9.310000e+11 2.067954e+12 1.221218e+00 SC3383v2
8.780000e+12 2.647410e+12 6.984727e-01 SC3411v10
7.570000e+12 3.303429e+12 5.636157e-01 SC3411v9
7.170000e+11 1.965238e+12 1.740918e+00 SC342v1
5.310000e+12 2.384777e+12 5.508894e-01 SC3491v2
7.230000e+12 2.788829e+12 6.142698e-01 SC3492v1
1.630000e+13 3.090176e+12 8.104186e-01 SC3501v6
1.600000e+13 3.224548e+12 7.984658e-01 SC3501v9
9.880000e+12 3.715104e+12 6.239773e-01 SC3502v10
1.520000e+13 2.679137e+12 8.237410e-01 SC3502v8
1.440000e+13 3.195371e+12 7.780992e-01 SC3503
1.490000e+12 2.836737e+12 9.038502e-01 SC3753v2
3.000000e+12 1.965743e+12 3.447523e-01 SC3753v5
3.200000e+12 2.555987e+12 2.012542e-01 SC3753v7
4.480000e+12 2.193624e+12 5.103518e-01 SC4023v2
7.210000e+12 2.584798e+12 6.414982e-01 SC4023v3
2.070000e+12 2.125803e+12 2.695779e-02 SC4023v5
