Ytrue Ypred RelError Label
1.780000e+11 1.245196e+12 5.995485e+00 SC2973
2.150000e+11 1.288345e+12 4.992304e+00 SC312v2
2.670000e+11 1.719103e+12 5.438587e+00 SC312v6
7.090000e+12 5.781310e+12 1.845825e-01 SC3132v3
3.870000e+12 4.855504e+12 2.546521e-01 SC3132v5
1.910000e+12 4.025264e+12 1.107468e+00 SC3152v1
3.100000e+12 4.442333e+12 4.330108e-01 SC3152v3
3.630000e+11 1.448775e+12 2.991116e+00 SC320v10
4.500000e+11 1.558724e+12 2.463831e+00 SC320v7
1.940000e+11 1.344376e+12 5.929775e+00 SC3252v1
1.170000e+11 1.403862e+12 1.099882e+01 SC3383v1
9.310000e+11 2.990248e+12 2.211867e+00 SC3383v2
8.780000e+12 6.117370e+12 3.032608e-01 SC3411v10
7.570000e+12 5.199397e+12 3.131577e-01 SC3411v9
7.170000e+11 2.229270e+12 2.109163e+00 SC342v1
5.310000e+12 2.885765e+12 4.565415e-01 SC3491v2
7.230000e+12 3.779980e+12 4.771812e-01 SC3492v1
1.630000e+13 1.372965e+13 1.576903e-01 SC3501v6
1.600000e+13 1.210591e+13 2.433805e-01 SC3501v9
9.880000e+12 6.615855e+12 3.303791e-01 SC3502v10
1.520000e+13 1.192320e+13 2.155791e-01 SC3502v8
1.440000e+13 1.458914e+13 1.313484e-02 SC3503
1.490000e+12 3.139470e+12 1.107027e+00 SC3753v2
3.000000e+12 5.252831e+12 7.509438e-01 SC3753v5
3.200000e+12 5.676653e+12 7.739540e-01 SC3753v7
4.480000e+12 4.534827e+12 1.223827e-02 SC4023v2
7.210000e+12 5.504101e+12 2.366017e-01 SC4023v3
2.070000e+12 4.906715e+12 1.370394e+00 SC4023v5
