Ytrue Ypred RelError Label
1.780000e+11 3.397151e+11 9.085116e-01 SC2973
2.150000e+11 4.834589e+11 1.248646e+00 SC312v2
2.670000e+11 6.004193e+11 1.248761e+00 SC312v6
7.090000e+12 1.275029e+13 7.983479e-01 SC3132v3
3.870000e+12 6.100000e+12 5.762274e-01 SC3132v5
1.910000e+12 2.635317e+12 3.797472e-01 SC3152v1
3.100000e+12 3.840647e+12 2.389185e-01 SC3152v3
3.630000e+11 6.055142e+11 6.680831e-01 SC320v10
4.500000e+11 6.743880e+11 4.986400e-01 SC320v7
1.940000e+11 4.869999e+11 1.510309e+00 SC3252v1
1.170000e+11 3.728631e+11 2.186864e+00 SC3383v1
9.310000e+11 1.740734e+12 8.697463e-01 SC3383v2
8.780000e+12 1.557409e+13 7.738146e-01 SC3411v10
7.570000e+12 1.363442e+13 8.011123e-01 SC3411v9
7.170000e+11 1.037005e+12 4.463116e-01 SC342v1
5.310000e+12 3.552535e+12 3.309726e-01 SC3491v2
7.230000e+12 3.566661e+12 5.066859e-01 SC3492v1
1.630000e+13 2.465295e+13 5.124510e-01 SC3501v6
1.600000e+13 2.312470e+13 4.452939e-01 SC3501v9
9.880000e+12 1.240093e+13 2.551545e-01 SC3502v10
1.520000e+13 2.318511e+13 5.253363e-01 SC3502v8
1.440000e+13 2.302717e+13 5.991088e-01 SC3503
1.490000e+12 2.633241e+12 7.672758e-01 SC3753v2
3.000000e+12 3.848029e+12 2.826762e-01 SC3753v5
3.200000e+12 5.158398e+12 6.119995e-01 SC3753v7
4.480000e+12 7.343519e+12 6.391784e-01 SC4023v2
7.210000e+12 1.366027e+13 8.946289e-01 SC4023v3
2.070000e+12 3.158529e+12 5.258594e-01 SC4023v5
