Ytrue Ypred RelError Label
1.780000e+11 7.004851e+11 2.935310e+00 SC2973
2.150000e+11 9.500371e+11 3.418777e+00 SC312v2
2.670000e+11 1.201663e+12 3.500609e+00 SC312v6
7.090000e+12 1.013477e+13 4.294457e-01 SC3132v3
3.870000e+12 7.408119e+12 9.142426e-01 SC3132v5
1.910000e+12 4.011581e+12 1.100304e+00 SC3152v1
3.100000e+12 5.830107e+12 8.806795e-01 SC3152v3
3.630000e+11 1.218149e+12 2.355781e+00 SC320v10
4.500000e+11 1.057395e+12 1.349766e+00 SC320v7
1.940000e+11 8.412413e+11 3.336296e+00 SC3252v1
1.170000e+11 7.093378e+11 5.062717e+00 SC3383v1
9.310000e+11 2.667008e+12 1.864670e+00 SC3383v2
8.780000e+12 1.222954e+13 3.928858e-01 SC3411v10
7.570000e+12 1.390636e+13 8.370354e-01 SC3411v9
7.170000e+11 2.209529e+12 2.081631e+00 SC342v1
5.310000e+12 7.428585e+12 3.989802e-01 SC3491v2
7.230000e+12 7.086234e+12 1.988463e-02 SC3492v1
1.630000e+13 1.342264e+13 1.765253e-01 SC3501v6
1.600000e+13 1.552171e+13 2.989282e-02 SC3501v9
9.880000e+12 1.213182e+13 2.279171e-01 SC3502v10
1.520000e+13 1.374052e+13 9.601830e-02 SC3502v8
1.440000e+13 1.562686e+13 8.519868e-02 SC3503
1.490000e+12 3.585234e+12 1.406197e+00 SC3753v2
3.000000e+12 7.154077e+12 1.384692e+00 SC3753v5
3.200000e+12 7.434472e+12 1.323272e+00 SC3753v7
4.480000e+12 8.786139e+12 9.611917e-01 SC4023v2
7.210000e+12 1.162961e+13 6.129834e-01 SC4023v3
2.070000e+12 5.873895e+12 1.837630e+00 SC4023v5
