Ytrue Ypred RelError Label
1.780000e+11 2.712103e+11 5.236532e-01 SC2973
2.150000e+11 4.432174e+11 1.061476e+00 SC312v2
2.670000e+11 4.008076e+11 5.011519e-01 SC312v6
7.090000e+12 7.345485e+12 3.603462e-02 SC3132v3
3.870000e+12 3.842943e+12 6.991448e-03 SC3132v5
1.910000e+12 2.158199e+12 1.299473e-01 SC3152v1
3.100000e+12 3.224982e+12 4.031669e-02 SC3152v3
3.630000e+11 3.608413e+11 5.946695e-03 SC320v10
4.500000e+11 3.854554e+11 1.434324e-01 SC320v7
1.940000e+11 3.282590e+11 6.920565e-01 SC3252v1
1.170000e+11 2.705715e+11 1.312577e+00 SC3383v1
9.310000e+11 1.229301e+12 3.204088e-01 SC3383v2
8.780000e+12 7.448657e+12 1.516336e-01 SC3411v10
7.570000e+12 7.950880e+12 5.031445e-02 SC3411v9
7.170000e+11 1.045066e+12 4.575540e-01 SC342v1
5.310000e+12 2.952087e+12 4.440514e-01 SC3491v2
7.230000e+12 3.680331e+12 4.909638e-01 SC3492v1
1.630000e+13 1.058314e+13 3.507278e-01 SC3501v6
1.600000e+13 9.961884e+12 3.773822e-01 SC3501v9
9.880000e+12 6.912699e+12 3.003342e-01 SC3502v10
1.520000e+13 9.577379e+12 3.699093e-01 SC3502v8
1.440000e+13 1.082322e+13 2.483878e-01 SC3503
1.490000e+12 1.982636e+12 3.306281e-01 SC3753v2
3.000000e+12 3.472258e+12 1.574194e-01 SC3753v5
3.200000e+12 3.691416e+12 1.535675e-01 SC3753v7
4.480000e+12 4.437718e+12 9.437999e-03 SC4023v2
7.210000e+12 7.540265e+12 4.580656e-02 SC4023v3
2.070000e+12 2.493720e+12 2.046958e-01 SC4023v5
