Ytrue Ypred RelError Label
1.780000e+11 7.646621e+11 3.295855e+00 SC2973
2.150000e+11 8.125344e+11 2.779230e+00 SC312v2
2.670000e+11 9.024926e+11 2.380122e+00 SC312v6
7.090000e+12 8.899736e+12 2.552519e-01 SC3132v3
3.870000e+12 5.288901e+12 3.666412e-01 SC3132v5
1.910000e+12 2.453736e+12 2.846784e-01 SC3152v1
3.100000e+12 3.941367e+12 2.714087e-01 SC3152v3
3.630000e+11 1.010626e+12 1.784092e+00 SC320v10
4.500000e+11 9.384147e+11 1.085366e+00 SC320v7
1.940000e+11 8.695820e+11 3.482382e+00 SC3252v1
1.170000e+11 7.822076e+11 5.685535e+00 SC3383v1
9.310000e+11 1.382380e+12 4.848332e-01 SC3383v2
8.780000e+12 9.415193e+12 7.234542e-02 SC3411v10
7.570000e+12 8.657900e+12 1.437120e-01 SC3411v9
7.170000e+11 1.300655e+12 8.140244e-01 SC342v1
5.310000e+12 4.633612e+12 1.273801e-01 SC3491v2
7.230000e+12 5.288502e+12 2.685335e-01 SC3492v1
1.630000e+13 1.672585e+13 2.612570e-02 SC3501v6
1.600000e+13 1.503506e+13 6.030902e-02 SC3501v9
9.880000e+12 9.220744e+12 6.672635e-02 SC3502v10
1.520000e+13 1.514994e+13 3.293675e-03 SC3502v8
1.440000e+13 1.682702e+13 1.685434e-01 SC3503
1.490000e+12 1.733036e+12 1.631112e-01 SC3753v2
3.000000e+12 3.817848e+12 2.726162e-01 SC3753v5
3.200000e+12 3.977729e+12 2.430402e-01 SC3753v7
4.480000e+12 5.458537e+12 2.184234e-01 SC4023v2
7.210000e+12 8.872350e+12 2.305617e-01 SC4023v3
2.070000e+12 2.867082e+12 3.850638e-01 SC4023v5
