Ytrue Ypred RelError Label
1.780000e+11 5.303988e+11 1.979769e+00 SC2973
2.150000e+11 6.542147e+11 2.042859e+00 SC312v2
2.670000e+11 6.893081e+11 1.581678e+00 SC312v6
7.090000e+12 1.613044e+13 1.275097e+00 SC3132v3
3.870000e+12 1.470913e+13 2.800809e+00 SC3132v5
1.910000e+12 2.670944e+12 3.983998e-01 SC3152v1
3.100000e+12 6.985463e+12 1.253375e+00 SC3152v3
3.630000e+11 7.322374e+11 1.017183e+00 SC320v10
4.500000e+11 7.909532e+11 7.576737e-01 SC320v7
1.940000e+11 7.050738e+11 2.634401e+00 SC3252v1
1.170000e+11 6.196385e+11 4.296056e+00 SC3383v1
9.310000e+11 1.409402e+12 5.138584e-01 SC3383v2
8.780000e+12 9.635626e+12 9.745176e-02 SC3411v10
7.570000e+12 1.604565e+13 1.119637e+00 SC3411v9
7.170000e+11 1.230615e+12 7.163393e-01 SC342v1
5.310000e+12 5.699130e+12 7.328239e-02 SC3491v2
7.230000e+12 1.156880e+13 6.001105e-01 SC3492v1
1.630000e+13 6.079439e+13 2.729717e+00 SC3501v6
1.600000e+13 2.396075e+13 4.975469e-01 SC3501v9
9.880000e+12 6.531342e+13 5.610671e+00 SC3502v10
1.520000e+13 2.908222e+13 9.133042e-01 SC3502v8
1.440000e+13 1.905785e+13 3.234616e-01 SC3503
1.490000e+12 4.622312e+12 2.102223e+00 SC3753v2
3.000000e+12 6.613803e+13 2.104601e+01 SC3753v5
3.200000e+12 1.931746e+13 5.036707e+00 SC3753v7
4.480000e+12 5.166345e+13 1.053202e+01 SC4023v2
7.210000e+12 2.181279e+13 2.025352e+00 SC4023v3
2.070000e+12 2.623872e+12 2.675709e-01 SC4023v5
