Ytrue Ypred RelError Label
1.780000e+11 2.650456e+11 4.890205e-01 SC2973
2.150000e+11 4.051511e+11 8.844236e-01 SC312v2
2.670000e+11 4.268715e+11 5.987698e-01 SC312v6
7.090000e+12 5.593182e+12 2.111167e-01 SC3132v3
3.870000e+12 2.966164e+12 2.335493e-01 SC3132v5
1.910000e+12 1.777758e+12 6.923647e-02 SC3152v1
3.100000e+12 2.464264e+12 2.050762e-01 SC3152v3
3.630000e+11 4.164493e+11 1.472432e-01 SC320v10
4.500000e+11 4.958230e+11 1.018289e-01 SC320v7
1.940000e+11 3.056446e+11 5.754879e-01 SC3252v1
1.170000e+11 2.548292e+11 1.178027e+00 SC3383v1
9.310000e+11 1.176208e+12 2.633811e-01 SC3383v2
8.780000e+12 7.252144e+12 1.740155e-01 SC3411v10
7.570000e+12 5.890470e+12 2.218666e-01 SC3411v9
7.170000e+11 1.019634e+12 4.220836e-01 SC342v1
5.310000e+12 5.189219e+12 2.274597e-02 SC3491v2
7.230000e+12 7.067480e+12 2.247854e-02 SC3492v1
1.630000e+13 1.611869e+13 1.112352e-02 SC3501v6
1.600000e+13 1.498389e+13 6.350683e-02 SC3501v9
9.880000e+12 8.792684e+12 1.100522e-01 SC3502v10
1.520000e+13 1.524558e+13 2.998952e-03 SC3502v8
1.440000e+13 1.268596e+13 1.190306e-01 SC3503
1.490000e+12 1.477600e+12 8.322130e-03 SC3753v2
3.000000e+12 2.432946e+12 1.890180e-01 SC3753v5
3.200000e+12 2.477614e+12 2.257456e-01 SC3753v7
4.480000e+12 3.144868e+12 2.980205e-01 SC4023v2
7.210000e+12 5.861005e+12 1.871005e-01 SC4023v3
2.070000e+12 1.924123e+12 7.047188e-02 SC4023v5
