Ytrue Ypred RelError Label
1.780000e+11 1.024425e+12 4.755195e+00 SC2973
2.150000e+11 9.143228e+11 3.252664e+00 SC312v2
2.670000e+11 1.218119e+12 3.562245e+00 SC312v6
7.090000e+12 6.723316e+12 5.171850e-02 SC3132v3
3.870000e+12 5.216444e+12 3.479182e-01 SC3132v5
1.910000e+12 3.173075e+12 6.612956e-01 SC3152v1
3.100000e+12 5.557556e+12 7.927599e-01 SC3152v3
3.630000e+11 1.096116e+12 2.019603e+00 SC320v10
4.500000e+11 1.115136e+12 1.478080e+00 SC320v7
1.940000e+11 7.864630e+11 3.053933e+00 SC3252v1
1.170000e+11 8.930983e+11 6.633319e+00 SC3383v1
9.310000e+11 2.450085e+12 1.631670e+00 SC3383v2
8.780000e+12 6.279281e+12 2.848200e-01 SC3411v10
7.570000e+12 9.940799e+12 3.131835e-01 SC3411v9
7.170000e+11 2.049803e+12 1.858860e+00 SC342v1
5.310000e+12 5.858968e+12 1.033838e-01 SC3491v2
7.230000e+12 4.755459e+12 3.422602e-01 SC3492v1
1.630000e+13 8.371435e+12 4.864150e-01 SC3501v6
1.600000e+13 1.045325e+13 3.466718e-01 SC3501v9
9.880000e+12 7.402649e+12 2.507440e-01 SC3502v10
1.520000e+13 7.876217e+12 4.818279e-01 SC3502v8
1.440000e+13 1.062740e+13 2.619863e-01 SC3503
1.490000e+12 2.695588e+12 8.091196e-01 SC3753v2
3.000000e+12 5.562704e+12 8.542348e-01 SC3753v5
3.200000e+12 5.366510e+12 6.770344e-01 SC3753v7
4.480000e+12 7.181768e+12 6.030733e-01 SC4023v2
7.210000e+12 7.316119e+12 1.471826e-02 SC4023v3
2.070000e+12 4.606176e+12 1.225206e+00 SC4023v5
