Ytrue Ypred RelError Label
1.780000e+11 4.010460e+11 1.253067e+00 SC2973
2.150000e+11 5.402047e+11 1.512580e+00 SC312v2
2.670000e+11 7.090088e+11 1.655464e+00 SC312v6
7.090000e+12 4.570007e+12 3.554292e-01 SC3132v3
3.870000e+12 3.516323e+12 9.138951e-02 SC3132v5
1.910000e+12 2.090783e+12 9.465071e-02 SC3152v1
3.100000e+12 2.742273e+12 1.153958e-01 SC3152v3
3.630000e+11 7.639990e+11 1.104680e+00 SC320v10
4.500000e+11 5.784106e+11 2.853568e-01 SC320v7
1.940000e+11 4.378181e+11 1.256794e+00 SC3252v1
1.170000e+11 3.998615e+11 2.417620e+00 SC3383v1
9.310000e+11 1.407015e+12 5.112948e-01 SC3383v2
8.780000e+12 5.650553e+12 3.564290e-01 SC3411v10
7.570000e+12 6.350394e+12 1.611104e-01 SC3411v9
7.170000e+11 1.186903e+12 6.553742e-01 SC342v1
5.310000e+12 4.000883e+12 2.465381e-01 SC3491v2
7.230000e+12 4.276419e+12 4.085175e-01 SC3492v1
1.630000e+13 6.112981e+12 6.249705e-01 SC3501v6
1.600000e+13 8.157021e+12 4.901862e-01 SC3501v9
9.880000e+12 5.647708e+12 4.283696e-01 SC3502v10
1.520000e+13 6.502722e+12 5.721893e-01 SC3502v8
1.440000e+13 7.476746e+12 4.807815e-01 SC3503
1.490000e+12 1.869577e+12 2.547500e-01 SC3753v2
3.000000e+12 3.835045e+12 2.783482e-01 SC3753v5
3.200000e+12 3.667915e+12 1.462234e-01 SC3753v7
4.480000e+12 4.708638e+12 5.103527e-02 SC4023v2
7.210000e+12 5.413599e+12 2.491542e-01 SC4023v3
2.070000e+12 2.969871e+12 4.347203e-01 SC4023v5
