Ytrue Ypred RelError Label
1.780000e+11 3.690261e+11 1.073181e+00 SC2973
2.150000e+11 5.627738e+11 1.617553e+00 SC312v2
2.670000e+11 6.309737e+11 1.363197e+00 SC312v6
7.090000e+12 6.430954e+12 9.295433e-02 SC3132v3
3.870000e+12 3.217009e+12 1.687314e-01 SC3132v5
1.910000e+12 2.059020e+12 7.802095e-02 SC3152v1
3.100000e+12 2.902427e+12 6.373334e-02 SC3152v3
3.630000e+11 7.202554e+11 9.841746e-01 SC320v10
4.500000e+11 7.813742e+11 7.363871e-01 SC320v7
1.940000e+11 5.503999e+11 1.837113e+00 SC3252v1
1.170000e+11 4.356842e+11 2.723797e+00 SC3383v1
9.310000e+11 1.468101e+12 5.769075e-01 SC3383v2
8.780000e+12 6.115334e+12 3.034928e-01 SC3411v10
7.570000e+12 7.130776e+12 5.802172e-02 SC3411v9
7.170000e+11 1.262585e+12 7.609271e-01 SC342v1
5.310000e+12 5.504889e+12 3.670221e-02 SC3491v2
7.230000e+12 6.986595e+12 3.366601e-02 SC3492v1
1.630000e+13 6.596846e+12 5.952855e-01 SC3501v6
1.600000e+13 1.247378e+13 2.203887e-01 SC3501v9
9.880000e+12 7.007661e+12 2.907226e-01 SC3502v10
1.520000e+13 1.380406e+13 9.183826e-02 SC3502v8
1.440000e+13 5.974256e+12 5.851211e-01 SC3503
1.490000e+12 1.835732e+12 2.320352e-01 SC3753v2
3.000000e+12 2.374923e+12 2.083590e-01 SC3753v5
3.200000e+12 2.862047e+12 1.056103e-01 SC3753v7
4.480000e+12 4.264587e+12 4.808322e-02 SC4023v2
7.210000e+12 6.550679e+12 9.144533e-02 SC4023v3
2.070000e+12 2.471875e+12 1.941425e-01 SC4023v5
