Ytrue Ypred RelError Label
1.780000e+11 2.068518e+11 1.620890e-01 SC2973
2.150000e+11 4.154870e+11 9.324975e-01 SC312v2
2.670000e+11 5.226645e+11 9.575449e-01 SC312v6
7.090000e+12 6.140582e+12 1.339094e-01 SC3132v3
3.870000e+12 4.256741e+12 9.993303e-02 SC3132v5
1.910000e+12 2.503365e+12 3.106621e-01 SC3152v1
3.100000e+12 3.299039e+12 6.420615e-02 SC3152v3
3.630000e+11 5.126321e+11 4.122096e-01 SC320v10
4.500000e+11 5.484112e+11 2.186916e-01 SC320v7
1.940000e+11 4.265628e+11 1.198777e+00 SC3252v1
1.170000e+11 2.901962e+11 1.480309e+00 SC3383v1
9.310000e+11 1.589851e+12 7.076807e-01 SC3383v2
8.780000e+12 6.543753e+12 2.546978e-01 SC3411v10
7.570000e+12 6.378296e+12 1.574245e-01 SC3411v9
7.170000e+11 1.208855e+12 6.859903e-01 SC342v1
5.310000e+12 3.613897e+12 3.194167e-01 SC3491v2
7.230000e+12 3.707626e+12 4.871887e-01 SC3492v1
1.630000e+13 8.681202e+12 4.674109e-01 SC3501v6
1.600000e+13 7.146949e+12 5.533157e-01 SC3501v9
9.880000e+12 6.297577e+12 3.625934e-01 SC3502v10
1.520000e+13 7.181964e+12 5.275024e-01 SC3502v8
1.440000e+13 7.556286e+12 4.752579e-01 SC3503
1.490000e+12 2.101085e+12 4.101243e-01 SC3753v2
3.000000e+12 3.551733e+12 1.839110e-01 SC3753v5
3.200000e+12 3.450268e+12 7.820890e-02 SC3753v7
4.480000e+12 4.412817e+12 1.499609e-02 SC4023v2
7.210000e+12 6.455454e+12 1.046528e-01 SC4023v3
2.070000e+12 2.629273e+12 2.701802e-01 SC4023v5
