Ytrue Ypred RelError Label
1.780000e+11 5.454183e+11 2.064148e+00 SC2973
2.150000e+11 7.092329e+11 2.298758e+00 SC312v2
2.670000e+11 8.107104e+11 2.036369e+00 SC312v6
7.090000e+12 9.577030e+12 3.507799e-01 SC3132v3
3.870000e+12 5.663814e+12 4.635177e-01 SC3132v5
1.910000e+12 2.588726e+12 3.553538e-01 SC3152v1
3.100000e+12 4.339227e+12 3.997506e-01 SC3152v3
3.630000e+11 8.234592e+11 1.268483e+00 SC320v10
4.500000e+11 1.013308e+12 1.251795e+00 SC320v7
1.940000e+11 7.332115e+11 2.779440e+00 SC3252v1
1.170000e+11 5.341024e+11 3.564978e+00 SC3383v1
9.310000e+11 1.667268e+12 7.908360e-01 SC3383v2
8.780000e+12 1.020890e+13 1.627450e-01 SC3411v10
7.570000e+12 9.434511e+12 2.463026e-01 SC3411v9
7.170000e+11 1.476731e+12 1.059596e+00 SC342v1
5.310000e+12 4.609451e+12 1.319301e-01 SC3491v2
7.230000e+12 4.417104e+12 3.890590e-01 SC3492v1
1.630000e+13 1.274507e+13 2.180940e-01 SC3501v6
1.600000e+13 1.388292e+13 1.323174e-01 SC3501v9
9.880000e+12 9.689070e+12 1.932489e-02 SC3502v10
1.520000e+13 1.331086e+13 1.242854e-01 SC3502v8
1.440000e+13 1.102610e+13 2.342988e-01 SC3503
1.490000e+12 2.815068e+12 8.893075e-01 SC3753v2
3.000000e+12 5.075302e+12 6.917673e-01 SC3753v5
3.200000e+12 5.643141e+12 7.634814e-01 SC3753v7
4.480000e+12 6.969632e+12 5.557214e-01 SC4023v2
7.210000e+12 9.922053e+12 3.761517e-01 SC4023v3
2.070000e+12 4.177077e+12 1.017912e+00 SC4023v5
