Ytrue Ypred RelError Label
1.780000e+11 2.520958e+11 4.162686e-01 SC2973
2.150000e+11 3.768628e+11 7.528501e-01 SC312v2
2.670000e+11 3.961403e+11 4.836717e-01 SC312v6
7.090000e+12 5.686149e+12 1.980043e-01 SC3132v3
3.870000e+12 3.070993e+12 2.064619e-01 SC3132v5
1.910000e+12 1.650883e+12 1.356635e-01 SC3152v1
3.100000e+12 2.304462e+12 2.566253e-01 SC3152v3
3.630000e+11 4.050781e+11 1.159177e-01 SC320v10
4.500000e+11 5.103315e+11 1.340699e-01 SC320v7
1.940000e+11 3.107494e+11 6.018010e-01 SC3252v1
1.170000e+11 2.391683e+11 1.044173e+00 SC3383v1
9.310000e+11 1.140762e+12 2.253084e-01 SC3383v2
8.780000e+12 8.122467e+12 7.488982e-02 SC3411v10
7.570000e+12 6.070795e+12 1.980455e-01 SC3411v9
7.170000e+11 1.007624e+12 4.053331e-01 SC342v1
5.310000e+12 4.553477e+12 1.424713e-01 SC3491v2
7.230000e+12 5.770119e+12 2.019199e-01 SC3492v1
1.630000e+13 1.849080e+13 1.344050e-01 SC3501v6
1.600000e+13 1.641725e+13 2.607795e-02 SC3501v9
9.880000e+12 9.053636e+12 8.364009e-02 SC3502v10
1.520000e+13 1.636264e+13 7.648958e-02 SC3502v8
1.440000e+13 1.466486e+13 1.839274e-02 SC3503
1.490000e+12 1.315718e+12 1.169680e-01 SC3753v2
3.000000e+12 2.246455e+12 2.511816e-01 SC3753v5
3.200000e+12 2.489880e+12 2.219126e-01 SC3753v7
4.480000e+12 3.256808e+12 2.730340e-01 SC4023v2
7.210000e+12 6.094023e+12 1.547818e-01 SC4023v3
2.070000e+12 1.832054e+12 1.149497e-01 SC4023v5
