Ytrue Ypred RelError Label
1.780000e+11 1.371069e+12 6.702633e+00 SC2973
2.150000e+11 1.635580e+12 6.607349e+00 SC312v2
2.670000e+11 1.384512e+12 4.185440e+00 SC312v6
7.090000e+12 4.856457e+12 3.150272e-01 SC3132v3
3.870000e+12 3.936664e+12 1.722590e-02 SC3132v5
1.910000e+12 2.951876e+12 5.454846e-01 SC3152v1
3.100000e+12 4.534472e+12 4.627330e-01 SC3152v3
3.630000e+11 1.581009e+12 3.355396e+00 SC320v10
4.500000e+11 1.744474e+12 2.876608e+00 SC320v7
1.940000e+11 1.830424e+12 8.435173e+00 SC3252v1
1.170000e+11 1.380857e+12 1.080219e+01 SC3383v1
9.310000e+11 2.468622e+12 1.651581e+00 SC3383v2
8.780000e+12 5.742944e+12 3.459061e-01 SC3411v10
7.570000e+12 4.478202e+12 4.084277e-01 SC3411v9
7.170000e+11 2.041023e+12 1.846615e+00 SC342v1
5.310000e+12 2.883818e+12 4.569080e-01 SC3491v2
7.230000e+12 4.287362e+12 4.070039e-01 SC3492v1
1.630000e+13 9.047899e+12 4.449141e-01 SC3501v6
1.600000e+13 8.249641e+12 4.843975e-01 SC3501v9
9.880000e+12 6.241099e+12 3.683098e-01 SC3502v10
1.520000e+13 7.660899e+12 4.959935e-01 SC3502v8
1.440000e+13 9.901302e+12 3.124096e-01 SC3503
1.490000e+12 2.897605e+12 9.447014e-01 SC3753v2
3.000000e+12 4.953579e+12 6.511929e-01 SC3753v5
3.200000e+12 5.285397e+12 6.516867e-01 SC3753v7
4.480000e+12 3.901215e+12 1.291930e-01 SC4023v2
7.210000e+12 4.505562e+12 3.750955e-01 SC4023v3
2.070000e+12 3.864501e+12 8.669086e-01 SC4023v5
