Ytrue Ypred RelError Label
1.780000e+11 2.515397e+11 4.131443e-01 SC2973
2.150000e+11 3.445152e+11 6.023964e-01 SC312v2
2.670000e+11 3.658913e+11 3.703795e-01 SC312v6
7.090000e+12 8.326308e+12 1.743735e-01 SC3132v3
3.870000e+12 4.119104e+12 6.436784e-02 SC3132v5
1.910000e+12 1.733585e+12 9.236394e-02 SC3152v1
3.100000e+12 2.813403e+12 9.245079e-02 SC3152v3
3.630000e+11 3.581543e+11 1.334902e-02 SC320v10
4.500000e+11 4.186546e+11 6.965641e-02 SC320v7
1.940000e+11 2.775443e+11 4.306409e-01 SC3252v1
1.170000e+11 2.392053e+11 1.044490e+00 SC3383v1
9.310000e+11 1.116509e+12 1.992580e-01 SC3383v2
8.780000e+12 1.117210e+13 2.724488e-01 SC3411v10
7.570000e+12 9.307880e+12 2.295746e-01 SC3411v9
7.170000e+11 9.479390e+11 3.220906e-01 SC342v1
5.310000e+12 5.944077e+12 1.194119e-01 SC3491v2
7.230000e+12 7.996100e+12 1.059613e-01 SC3492v1
1.630000e+13 1.940568e+13 1.905327e-01 SC3501v6
1.600000e+13 1.891642e+13 1.822761e-01 SC3501v9
9.880000e+12 1.237749e+13 2.527829e-01 SC3502v10
1.520000e+13 1.825714e+13 2.011279e-01 SC3502v8
1.440000e+13 1.616527e+13 1.225879e-01 SC3503
1.490000e+12 1.398703e+12 6.127333e-02 SC3753v2
3.000000e+12 2.702532e+12 9.915613e-02 SC3753v5
3.200000e+12 2.827586e+12 1.163793e-01 SC3753v7
4.480000e+12 4.530938e+12 1.137004e-02 SC4023v2
7.210000e+12 8.767333e+12 2.159962e-01 SC4023v3
2.070000e+12 1.909417e+12 7.757624e-02 SC4023v5
