N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.196035082E+00 1.184116743E+00 1.157706714E+00 1.104388334E+00 1.015338652E+00 1.015553673E+00 1.017714613E+00 1.022444589E+00 1.030661765E+00 1.043380963E+00 1.061454128E+00
1.600000000E+01 1.249442635E+00 1.250475699E+00 1.252222329E+00 1.254000442E+00 1.255774705E+00 1.256634633E+00 1.255705883E+00 1.251375541E+00 1.241097475E+00 1.220639753E+00 1.184004392E+00
1.700000000E+01 1.318971304E+00 1.318210898E+00 1.318699489E+00 1.320412225E+00 1.322844093E+00 1.326044736E+00 1.329858785E+00 1.333907171E+00 1.337518620E+00 1.341433231E+00 1.344691974E+00
1.549996187E+01 1.224621843E+00 1.225064746E+00 1.224617660E+00 1.221689912E+00 1.213759090E+00 1.195999285E+00 1.160726356E+00 1.097616332E+00 1.010637773E+00 1.010851894E+00 1.012129333E+00
1.649996187E+01 1.278565171E+00 1.278891883E+00 1.280238843E+00 1.282368022E+00 1.285152304E+00 1.288244394E+00 1.291619527E+00 1.294338110E+00 1.296213678E+00 1.296657522E+00 1.294778575E+00
1.674996808E+01 1.296309394E+00 1.296059490E+00 1.296961272E+00 1.298885227E+00 1.301777946E+00 1.305036529E+00 1.308876628E+00 1.312459447E+00 1.315789189E+00 1.318463510E+00 1.320035980E+00
1.624993176E+01 1.263089624E+00 1.263934395E+00 1.265461206E+00 1.267608801E+00 1.270097492E+00 1.272597105E+00 1.274682655E+00 1.275447977E+00 1.274092005E+00 1.269164473E+00 1.258250126E+00
1.574996808E+01 1.237254771E+00 1.238287572E+00 1.239523229E+00 1.240354769E+00 1.239174677E+00 1.235586607E+00 1.226302232E+00 1.206717383E+00 1.169798413E+00 1.105185040E+00 1.009712048E+00
1.524993176E+01 1.213062570E+00 1.210715645E+00 1.204323869E+00 1.189302148E+00 1.157646254E+00 1.097673902E+00 1.012733063E+00 1.013015782E+00 1.014758097E+00 1.018421731E+00 1.024658321E+00
