N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.207082991E+00 1.202011861E+00 1.190663477E+00 1.166497728E+00 1.119147058E+00 1.036360245E+00 1.016806630E+00 1.018433763E+00 1.022456599E+00 1.029746296E+00 1.041407120E+00
1.600000000E+01 1.259794815E+00 1.259801981E+00 1.260769882E+00 1.262141803E+00 1.264035780E+00 1.265790443E+00 1.266983702E+00 1.266782399E+00 1.264005970E+00 1.256566176E+00 1.241314286E+00
1.700000000E+01 1.337783360E+00 1.335828453E+00 1.334961772E+00 1.335284159E+00 1.336386651E+00 1.338427909E+00 1.341345185E+00 1.344837528E+00 1.348296111E+00 1.352526717E+00 1.356623475E+00
1.549996187E+01 1.232466631E+00 1.232758598E+00 1.233081586E+00 1.232585774E+00 1.230160847E+00 1.223479805E+00 1.208780455E+00 1.179845657E+00 1.127957204E+00 1.044691914E+00 1.011726063E+00
1.649996187E+01 1.293069140E+00 1.292054176E+00 1.292120917E+00 1.293131514E+00 1.295060698E+00 1.297641181E+00 1.300944388E+00 1.304108751E+00 1.307095565E+00 1.309546272E+00 1.310946691E+00
1.674996808E+01 1.313160848E+00 1.311560228E+00 1.311065994E+00 1.311655138E+00 1.313395649E+00 1.315773059E+00 1.319085421E+00 1.322547678E+00 1.326242906E+00 1.329856060E+00 1.333059458E+00
1.624993176E+01 1.275362246E+00 1.274978203E+00 1.275435367E+00 1.276766134E+00 1.278782862E+00 1.281271896E+00 1.283959079E+00 1.286180264E+00 1.287564091E+00 1.287393219E+00 1.284434684E+00
1.574996808E+01 1.246092703E+00 1.246392065E+00 1.247319348E+00 1.248506660E+00 1.248776734E+00 1.248530265E+00 1.245926553E+00 1.238733195E+00 1.223369264E+00 1.192742233E+00 1.142594902E+00
1.524993176E+01 1.220939810E+00 1.220067987E+00 1.217781154E+00 1.211925148E+00 1.198605300E+00 1.171287516E+00 1.120185428E+00 1.035185628E+00 1.014030097E+00 1.015244029E+00 1.018172010E+00
