T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 1.204241992E+00 1.218594185E+00 1.229996753E+00 1.243287728E+00 1.256540496E+00 1.271575529E+00 1.288706444E+00 1.308242426E+00 1.332453832E+00
295 1.197925241E+00 1.217534251E+00 1.230426133E+00 1.243847800E+00 1.256870828E+00 1.271551879E+00 1.288057182E+00 1.306979171E+00 1.330766442E+00
300 1.183672690E+00 1.214537109E+00 1.230692085E+00 1.244939306E+00 1.258107860E+00 1.272341557E+00 1.288492865E+00 1.306856915E+00 1.330231202E+00
305 1.153556691E+00 1.206973160E+00 1.229803797E+00 1.246144643E+00 1.259661432E+00 1.273949198E+00 1.289846027E+00 1.307823437E+00 1.330916565E+00
310 1.095586845E+00 1.190091155E+00 1.226384038E+00 1.246204383E+00 1.261615797E+00 1.276161177E+00 1.292060580E+00 1.309911432E+00 1.332387827E+00
315 1.016133585E+00 1.156053187E+00 1.217619038E+00 1.245371182E+00 1.263260597E+00 1.278734445E+00 1.294845129E+00 1.312578659E+00 1.334772597E+00
320 1.016550623E+00 1.093841295E+00 1.198918103E+00 1.241535827E+00 1.264091212E+00 1.281364290E+00 1.298244731E+00 1.316098449E+00 1.337980820E+00
325 1.018950383E+00 1.013446434E+00 1.162942360E+00 1.232006987E+00 1.263133785E+00 1.283341344E+00 1.301380221E+00 1.319668932E+00 1.341686566E+00
330 1.024051984E+00 1.013785195E+00 1.100105706E+00 1.212466617E+00 1.258959187E+00 1.284218967E+00 1.304183940E+00 1.323352443E+00 1.345261511E+00
335 1.032838673E+00 1.015588963E+00 1.011273042E+00 1.174886038E+00 1.249069997E+00 1.283152105E+00 1.306256705E+00 1.326814478E+00 1.349492333E+00
340 1.046417367E+00 1.019324174E+00 1.011452158E+00 1.114425400E+00 1.229710137E+00 1.278697627E+00 1.307020481E+00 1.329705686E+00 1.353458945E+00
