T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 1.199414620E+00 1.215143513E+00 1.226552888E+00 1.239401730E+00 1.251981692E+00 1.266162543E+00 1.282300935E+00 1.300795677E+00 1.324143477E+00
295 1.190113189E+00 1.213445883E+00 1.227052670E+00 1.240287336E+00 1.252767473E+00 1.266685517E+00 1.282249090E+00 1.300132883E+00 1.322984531E+00
300 1.169263406E+00 1.208666679E+00 1.226987949E+00 1.241517556E+00 1.254350052E+00 1.267950503E+00 1.283254617E+00 1.300631846E+00 1.323050531E+00
305 1.126244776E+00 1.197111968E+00 1.225047727E+00 1.242571996E+00 1.256084899E+00 1.269920894E+00 1.285105427E+00 1.302192675E+00 1.324353917E+00
310 1.047097679E+00 1.172200280E+00 1.219241805E+00 1.242006420E+00 1.257990525E+00 1.272343097E+00 1.287700372E+00 1.304793896E+00 1.326416984E+00
315 1.015532645E+00 1.123687138E+00 1.205661009E+00 1.239729992E+00 1.259250211E+00 1.274924001E+00 1.290713076E+00 1.307853983E+00 1.329318603E+00
320 1.016987232E+00 1.039574350E+00 1.177958282E+00 1.233006455E+00 1.259166042E+00 1.277294873E+00 1.294147104E+00 1.311609983E+00 1.332927401E+00
325 1.020775953E+00 1.012965165E+00 1.126828098E+00 1.218104140E+00 1.256429645E+00 1.278643864E+00 1.297090528E+00 1.315236783E+00 1.336882791E+00
330 1.027766331E+00 1.014131643E+00 1.042440412E+00 1.189150181E+00 1.249021861E+00 1.278341854E+00 1.299413424E+00 1.318762990E+00 1.340529077E+00
335 1.038999173E+00 1.017028555E+00 1.010824349E+00 1.136518826E+00 1.233506098E+00 1.275231169E+00 1.300619904E+00 1.321817397E+00 1.344624478E+00
340 1.055448135E+00 1.022250752E+00 1.011646246E+00 1.055523392E+00 1.204838531E+00 1.267360074E+00 1.299973217E+00 1.324001274E+00 1.348226450E+00
