N_Fe N_B T d Jsc_FeB Eta_FeB Voc_FeB FF_FeB
1.000000E+10 1.000E+17 320 3.800E-4 3.594410E+1 1.647470E+1 5.655670E-1 8.104140E+1
1.468000E+10 1.000E+17 320 3.800E-4 3.572224E+1 1.635870E+1 5.651440E-1 8.103120E+1
2.154000E+10 1.000E+17 320 3.800E-4 3.543432E+1 1.620820E+1 5.645880E-1 8.101780E+1
3.162000E+10 1.000E+17 320 3.800E-4 3.507435E+1 1.602010E+1 5.638790E-1 8.100060E+1
4.642000E+10 1.000E+17 320 3.800E-4 3.464212E+1 1.579400E+1 5.630050E-1 8.097930E+1
6.813000E+10 1.000E+17 320 3.800E-4 3.414315E+1 1.553260E+1 5.619580E-1 8.095360E+1
1.000000E+11 1.000E+17 320 3.800E-4 3.358609E+1 1.524010E+1 5.607330E-1 8.092300E+1
1.468000E+11 1.000E+17 320 3.800E-4 3.297904E+1 1.492030E+1 5.592840E-1 8.089210E+1
2.154000E+11 1.000E+17 320 3.800E-4 3.232710E+1 1.457540E+1 5.575980E-1 8.085970E+1
3.162000E+11 1.000E+17 320 3.800E-4 3.163233E+1 1.420610E+1 5.557030E-1 8.081680E+1
4.642000E+11 1.000E+17 320 3.800E-4 3.089496E+1 1.380690E+1 5.535810E-1 8.072840E+1
6.813000E+11 1.000E+17 320 3.800E-4 3.011466E+1 1.339020E+1 5.512130E-1 8.066580E+1
1.000000E+12 1.000E+17 320 3.800E-4 2.929126E+1 1.295030E+1 5.485030E-1 8.060490E+1
1.468000E+12 1.000E+17 320 3.800E-4 2.842511E+1 1.248710E+1 5.454720E-1 8.053540E+1
2.154000E+12 1.000E+17 320 3.800E-4 2.751731E+1 1.199660E+1 5.421790E-1 8.040980E+1
3.162000E+12 1.000E+17 320 3.800E-4 2.656988E+1 1.149250E+1 5.385320E-1 8.031850E+1
4.642000E+12 1.000E+17 320 3.800E-4 2.558579E+1 1.097090E+1 5.345230E-1 8.021890E+1
6.813000E+12 1.000E+17 320 3.800E-4 2.456904E+1 1.043000E+1 5.302730E-1 8.005640E+1
1.000000E+13 1.000E+17 320 3.800E-4 2.352464E+1 9.884000E+0 5.255750E-1 7.994240E+1
1.468000E+13 1.000E+17 320 3.800E-4 2.245851E+1 9.326300E+0 5.206850E-1 7.975410E+1
2.154000E+13 1.000E+17 320 3.800E-4 2.137746E+1 8.771600E+0 5.153850E-1 7.961420E+1
3.162000E+13 1.000E+17 320 3.800E-4 2.028895E+1 8.214300E+0 5.099280E-1 7.939690E+1
4.642000E+13 1.000E+17 320 3.800E-4 1.920102E+1 7.668600E+0 5.040800E-1 7.923100E+1
6.813000E+13 1.000E+17 320 3.800E-4 1.812200E+1 7.130000E+0 4.980700E-1 7.899340E+1
1.000000E+14 1.000E+17 320 3.800E-4 1.706027E+1 6.607600E+0 4.918390E-1 7.874670E+1
