N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 3.162E+16 340 2.000E-4 1.214316329E+00 1.257079125E+00
1.468000E+10 3.162E+16 340 2.000E-4 1.226064608E+00 1.258375666E+00
2.154000E+10 3.162E+16 340 2.000E-4 1.234024772E+00 1.259216781E+00
3.162000E+10 3.162E+16 340 2.000E-4 1.243296402E+00 1.259792034E+00
4.642000E+10 3.162E+16 340 2.000E-4 1.249605975E+00 1.261082883E+00
6.813000E+10 3.162E+16 340 2.000E-4 1.254812282E+00 1.263496143E+00
1.000000E+11 3.162E+16 340 2.000E-4 1.259936347E+00 1.265909041E+00
1.468000E+11 3.162E+16 340 2.000E-4 1.265004630E+00 1.269066834E+00
2.154000E+11 3.162E+16 340 2.000E-4 1.270359943E+00 1.272839317E+00
3.162000E+11 3.162E+16 340 2.000E-4 1.276219840E+00 1.277875848E+00
4.642000E+11 3.162E+16 340 2.000E-4 1.281323014E+00 1.282427730E+00
6.813000E+11 3.162E+16 340 2.000E-4 1.287969962E+00 1.288775846E+00
1.000000E+12 3.162E+16 340 2.000E-4 1.293502728E+00 1.293999954E+00
1.468000E+12 3.162E+16 340 2.000E-4 1.299713453E+00 1.300073818E+00
2.154000E+12 3.162E+16 340 2.000E-4 1.304391884E+00 1.304625981E+00
3.162000E+12 3.162E+16 340 2.000E-4 1.309634319E+00 1.309803263E+00
4.642000E+12 3.162E+16 340 2.000E-4 1.314128803E+00 1.314252622E+00
6.813000E+12 3.162E+16 340 2.000E-4 1.318267726E+00 1.318360848E+00
1.000000E+13 3.162E+16 340 2.000E-4 1.322150062E+00 1.322222031E+00
