N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.229027992E+00 1.225225500E+00 1.222210292E+00 1.219212111E+00
1.016672606E+01 1.229067071E+00 1.225285995E+00 1.222298816E+00 1.219335667E+00
1.033324570E+01 1.229124191E+00 1.225374207E+00 1.222427541E+00 1.219514786E+00
1.049996187E+01 1.229241068E+00 1.225502466E+00 1.222613954E+00 1.219772986E+00
1.066670514E+01 1.229362245E+00 1.225688157E+00 1.222882282E+00 1.220168472E+00
1.083333839E+01 1.229551879E+00 1.225955358E+00 1.223265269E+00 1.220699727E+00
1.100000000E+01 1.229795432E+00 1.226336525E+00 1.223805324E+00 1.221410210E+00
1.116672606E+01 1.230141690E+00 1.226873715E+00 1.224554377E+00 1.222384756E+00
1.133324570E+01 1.230657334E+00 1.227618247E+00 1.225570511E+00 1.223681565E+00
1.149996187E+01 1.231339264E+00 1.228627639E+00 1.226910177E+00 1.225363583E+00
1.166670514E+01 1.232289983E+00 1.229958056E+00 1.228615698E+00 1.227410819E+00
1.183333839E+01 1.233543557E+00 1.231652888E+00 1.230701890E+00 1.229840655E+00
1.200000000E+01 1.235192477E+00 1.233730731E+00 1.233148797E+00 1.232585427E+00
1.216672606E+01 1.237226366E+00 1.236179321E+00 1.235897697E+00 1.235561074E+00
1.233324570E+01 1.239666207E+00 1.238960503E+00 1.238907186E+00 1.238715548E+00
1.249996187E+01 1.242477533E+00 1.242025168E+00 1.242116592E+00 1.242004035E+00
1.266670514E+01 1.245620374E+00 1.245330649E+00 1.245498451E+00 1.245420341E+00
1.283333839E+01 1.249054226E+00 1.248852778E+00 1.249051797E+00 1.248983949E+00
1.300000000E+01 1.252750529E+00 1.252588703E+00 1.252795167E+00 1.252727318E+00
